Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_02835 UDP-glucose 4-epimerase,-19.94337,-18.20182,-18.57717,-15.85089,-13.98733,-15.49931,-11.83737,-11.76032,-11.7266,-13.14167,-14.78942,-16.89808,-16.12184,-14.65248,-15.80633
BDBJPGFE_02838 hypothetical protein,-12.19091,-12.28335,-12.15814,-8.425339,-8.319072,-8.494565,-8.659553,-8.599401,-8.873553,-10.42994,-10.64034,-10.06024,-10.56113,-9.662218,-9.903825
"BDBJPGFE_02839 UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",-13.55782,-13.51441,-13.5919,-9.998457,-9.679026,-9.575284,-9.863743,-9.707541,-10.08532,-10.9081,-10.99606,-10.60744,-10.25019,-9.974285,-10.23691
"BDBJPGFE_02849 dTDP-glucose 4,6-dehydratase 2",-17.13198,-16.80907,-16.98579,-16.3124,-15.57878,-15.31727,-14.53898,-14.34404,-14.93889,-15.42333,-15.664,-15.83121,-15.31839,-15.88668,-14.923
BDBJPGFE_02851 Ribonuclease,-16.75421,-18.15498,-19.05811,-15.97317,-15.03007,-15.09737,-14.00818,-14.67637,-14.42041,-16.71752,-17.87276,-15.11003,-14.05291,-14.5203,-17.15621
BDBJPGFE_02856 Polysialic acid transport protein KpsD,-16.49011,-16.94929,-15.99944,-14.17036,-13.85355,-14.40658,-12.59232,-12.72566,-12.66459,-14.58956,-15.10422,-16.57121,-14.10985,-16.58657,-15.35487
BDBJPGFE_02859 Outer membrane protein YedS,-5.116428,-5.167192,-5.355399,-5.558503,-5.099761,-4.911931,-3.645599,-3.023742,-2.736693,-4.22529,-4.767594,-4.926029,-3.907542,-4.066784,-4.071309
BDBJPGFE_02869 Phosphoenolpyruvate-dependent phosphotransferase system,-19.40102,-18.84242,-17.9746,-16.89495,-15.62034,-15.96112,-14.31921,-16.43102,-15.16585,-15.76302,-15.75327,-16.89487,-15.80416,-14.96612,-16.56807
BDBJPGFE_02874 Malate dehydrogenase,-10.4296,-10.57185,-10.64376,-6.687189,-5.78473,-6.058379,-7.493638,-7.38218,-7.336951,-9.492178,-9.710482,-9.466969,-8.826574,-8.11197,-8.868375
"BDBJPGFE_02884 Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",-9.810765,-11.47728,-11.78759,-9.772294,-9.455408,-9.319123,-9.655898,-9.522509,-9.920105,-11.93542,-13.09617,-11.64421,-12.04392,-11.33755,-12.0175
BDBJPGFE_02893 Glutamate--cysteine ligase,-20.01626,-19.26905,-19.32975,-14.25303,-13.59222,-14.32812,-13.05143,-12.78212,-13.8532,-16.42459,-14.8813,-16.97662,-15.62188,-14.7023,-14.90808
BDBJPGFE_02899 Phosphoenolpyruvate carboxykinase (ATP),-13.10155,-13.34325,-13.32202,-13.68066,-13.94606,-14.40327,-10.45847,-10.4543,-10.02061,-12.0699,-11.78543,-11.49516,-12.20004,-11.97842,-12.06238
BDBJPGFE_02904 putative oxidoreductase YdgJ,-18.83831,-20.67847,-20.11354,-13.24918,-13.33836,-13.2731,-13.22302,-13.18808,-13.21243,-17.17592,-15.3784,-15.65642,-14.71118,-14.68418,-14.7455
BDBJPGFE_02905 Dihydroxy-acid dehydratase,-17.57138,-20.06403,-19.09244,-16.08442,-15.66966,-16.08577,-11.32696,-12.3666,-12.02124,-12.29634,-12.91231,-12.70814,-15.12257,-11.82813,-15.0083
BDBJPGFE_02908 Lon protease,-19.61568,-16.46514,-19.32548,-15.48243,-16.54925,-14.54864,-13.96855,-14.6608,-15.10213,-15.6942,-17.41135,-15.70251,-14.0938,-13.68178,-14.25187
BDBJPGFE_02933 Glutathione-independent formaldehyde dehydrogenase,-18.38643,-18.11854,-19.26822,-13.95436,-13.32369,-13.83325,-15.39539,-16.2351,-16.16802,-17.08804,-16.65652,-15.75632,-15.55959,-15.3141,-15.41252
BDBJPGFE_02941 hypothetical protein,-18.96843,-17.63447,-18.57002,-8.921758,-9.205163,-7.683153,-16.57381,-16.28707,-17.85214,-15.11893,-18.24964,-16.6414,-15.699,-15.53429,-15.79866
BDBJPGFE_02961 Ectoine/5-hydroxyectoine-binding periplasmic protein UehA,-12.13028,-13.25546,-13.45785,-12.86657,-11.9636,-12.8143,-12.1409,-11.27996,-12.41993,-16.81125,-17.5851,-15.90919,-13.16496,-14.15723,-14.35682
BDBJPGFE_02974 Metallo-beta-lactamase type 2,-19.63334,-19.93114,-18.64109,-11.59017,-11.30348,-12.39629,-13.3189,-12.29684,-13.3607,-16.47799,-16.67677,-16.71863,-16.21097,-15.96982,-13.82541
"BDBJPGFE_02977 Homogentisate 1,2-dioxygenase",-20.94083,-20.62883,-19.02641,-12.92025,-13.40652,-13.14648,-15.86438,-15.89553,-15.64744,-17.48332,-16.66073,-16.2849,-14.87564,-14.88327,-15.13253
BDBJPGFE_02978 putative protein YisK,-19.42739,-20.06658,-19.07756,-12.06052,-12.2724,-11.94288,-14.26136,-14.11685,-14.27845,-15.60508,-18.28742,-16.10166,-15.46506,-14.7198,-15.33168
BDBJPGFE_02987 Outer membrane transporter protein TsaT,-13.19016,-13.56598,-13.41548,-9.701244,-9.979037,-9.854125,-11.56879,-10.85449,-12.45985,-13.14943,-16.73312,-15.38524,-11.43948,-10.91855,-11.0644
BDBJPGFE_02995 hypothetical protein,-13.38603,-14.03292,-15.11081,-12.55166,-11.86608,-11.78395,-12.91252,-11.85529,-12.65485,-13.31344,-14.49664,-15.97628,-15.01681,-16.91203,-15.24559
BDBJPGFE_02996 2-hydroxy-3-oxopropionate reductase,-18.6367,-19.34541,-18.75992,-12.20479,-12.2468,-12.35871,-13.02758,-12.92239,-12.99651,-17.02319,-17.07535,-16.02785,-15.71414,-15.53856,-16.19513
BDBJPGFE_02997 Lactonase drp35,-19.04382,-21.89539,-19.51208,-15.86236,-13.315,-13.39086,-13.93786,-14.17386,-14.28151,-15.58472,-16.86459,-16.3119,-14.85077,-14.8234,-15.65293
BDBJPGFE_02998 Solute-binding protein,-12.37922,-13.58747,-13.52856,-10.69468,-10.49111,-10.73358,-10.78259,-9.744086,-10.49127,-11.96043,-16.75582,-15.1404,-14.74095,-10.72214,-10.92054
BDBJPGFE_03007 hypothetical protein,-19.65024,-18.97134,-18.77114,-12.06351,-12.2292,-11.76689,-12.16036,-11.8574,-12.15226,-16.28674,-15.24387,-15.87258,-14.77032,-15.56469,-14.69238
BDBJPGFE_03011 NADPH-dependent reductase BacG,-18.92607,-18.91915,-18.73294,-14.7357,-13.51366,-15.25323,-14.67869,-14.46381,-14.67498,-16.68567,-15.94319,-16.52618,-15.89665,-15.06313,-15.01162
BDBJPGFE_03051 hypothetical protein,-17.25634,-18.7106,-18.44128,-15.91528,-11.95702,-12.29488,-11.42531,-10.49267,-11.49595,-15.49416,-16.79256,-16.16112,-14.26811,-15.18545,-14.63609
BDBJPGFE_03056 3-keto-5-aminohexanoate cleavage enzyme,-18.81962,-18.9612,-18.46453,-13.38755,-12.75477,-12.51925,-14.01057,-14.14874,-16.41914,-16.40644,-16.0613,-16.60546,-15.41434,-15.08406,-16.03512
BDBJPGFE_03061 Xylitol-binding protein,-14.35046,-19.96115,-17.79316,-11.42475,-11.30786,-10.91242,-12.6066,-12.37258,-12.66289,-12.1961,-12.74234,-15.23004,-11.52242,-15.46745,-11.65931
BDBJPGFE_03086 hypothetical protein,-18.95322,-18.69319,-17.45935,-12.6722,-11.65949,-12.15219,-12.13944,-11.87902,-12.357,-15.52203,-16.3217,-16.64162,-16.6819,-16.45997,-14.50464
BDBJPGFE_03127 hypothetical protein,-18.73384,-18.41378,-20.2737,-12.75033,-11.73087,-12.05618,-15.36737,-15.48029,-15.97373,-16.86666,-15.9239,-15.57907,-15.37257,-16.27587,-16.00204
BDBJPGFE_03160 2-dehydro-3-deoxy-phosphogluconate aldolase,-15.00748,-18.52317,-19.21875,-11.52618,-10.31188,-11.49481,-12.07217,-12.06779,-15.52434,-15.71644,-16.10467,-14.46876,-16.2368,-14.93651,-16.4143
BDBJPGFE_03161 6-phosphogluconolactonase,-18.87838,-18.64387,-20.18858,-12.30135,-10.6675,-10.83013,-14.29961,-14.28975,-13.93037,-16.11093,-16.6065,-15.99363,-15.24998,-14.61841,-15.6185
BDBJPGFE_03162 Glucose-6-phosphate 1-dehydrogenase,-20.30157,-17.51157,-18.71888,-12.12575,-11.14563,-10.68206,-11.87367,-12.10622,-12.39105,-15.57973,-16.58589,-15.49777,-15.82423,-16.15729,-14.31757
BDBJPGFE_03163 Maltose-binding periplasmic protein,-18.1557,-19.89976,-19.28926,-11.25331,-11.65339,-11.54623,-16.21824,-16.34708,-15.70681,-16.40017,-15.75221,-16.46155,-15.04209,-14.95091,-17.6871
BDBJPGFE_03176 Sucrose porin,-17.72835,-18.06407,-17.52177,-10.02953,-10.07982,-9.788704,-10.19642,-9.987622,-9.133554,-11.28656,-11.44774,-11.14471,-10.7231,-11.4181,-11.67132
BDBJPGFE_03177 putative ABC transporter-binding protein,-12.53411,-13.24954,-13.01465,-6.602831,-7.184752,-6.652588,-9.363519,-9.484408,-9.385033,-10.19615,-10.60861,-10.11505,-10.07207,-9.947096,-10.08731
"BDBJPGFE_03180 Oligo-1,6-glucosidase 1",-16.1138,-18.88111,-19.51901,-12.14896,-12.4713,-16.11274,-13.68552,-13.10702,-13.96634,-16.43612,-17.26418,-16.6449,-15.41357,-14.76723,-14.45549
BDBJPGFE_03214 Bifunctional protein PutA,-18.15605,-19.0551,-19.92685,-14.70306,-15.20514,-15.32023,-13.92663,-16.50805,-15.31997,-16.79006,-16.55573,-16.57537,-15.72595,-15.31416,-14.4656
BDBJPGFE_03236 hypothetical protein,-19.7305,-18.68666,-18.59826,-10.95034,-9.739704,-9.800199,-12.25755,-11.19341,-10.86873,-12.50825,-13.15387,-12.54297,-12.81793,-12.47113,-15.73164
BDBJPGFE_03247 DNA-binding protein HU,-12.06629,-12.6086,-13.43882,-12.00099,-9.94389,-11.88632,-8.327336,-8.14461,-8.984691,-11.60349,-16.59856,-11.24985,-13.7684,-15.57917,-14.65078
BDBJPGFE_03259 2-iminobutanoate/2-iminopropanoate deaminase,-17.85984,-19.91847,-18.96656,-10.77828,-9.382876,-10.3919,-9.77029,-8.76222,-9.005153,-16.92735,-12.57089,-16.46623,-12.10073,-12.19464,-15.31268
BDBJPGFE_03293 Autoinducer 2-binding protein LsrB,-11.52799,-13.21932,-13.32424,-11.29283,-11.2866,-10.8683,-11.42139,-10.87874,-11.16704,-12.51165,-17.4113,-16.57832,-14.82814,-13.82517,-15.47114
BDBJPGFE_03309 hypothetical protein,-19.23851,-18.5433,-17.57244,-12.41985,-12.09926,-13.06812,-14.09802,-12.15789,-14.12736,-16.04746,-16.98252,-14.44163,-15.95815,-16.03969,-15.56078
BDBJPGFE_03311 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],-17.84763,-17.50548,-19.8446,-15.57724,-15.23162,-16.18187,-14.35237,-14.55536,-14.61203,-16.67118,-17.23299,-16.23977,-15.861,-15.22862,-14.70807
BDBJPGFE_03318 ATP synthase subunit beta,-12.36054,-12.20558,-12.26064,-10.03192,-9.903123,-10.31519,-10.23373,-10.20344,-10.27432,-9.962332,-10.62696,-10.32956,-10.29095,-9.988018,-10.56318
BDBJPGFE_03319 ATP synthase gamma chain,-18.41848,-17.87677,-18.85633,-11.63688,-12.26688,-12.21973,-13.13739,-12.33574,-15.81333,-16.48824,-16.74573,-14.7806,-15.58133,-15.90291,-16.01327
BDBJPGFE_03320 ATP synthase subunit alpha,-12.71537,-12.80565,-12.92929,-10.60284,-10.38648,-10.98051,-10.18268,-10.29109,-10.16875,-10.53959,-10.38776,-10.27839,-10.08214,-10.06021,-10.77352
BDBJPGFE_03332 Glutamine-binding periplasmic protein,-6.918113,-7.819916,-7.937818,-6.553659,-5.817066,-5.32959,-6.711293,-6.357023,-6.528475,-7.765927,-7.834598,-7.830725,-6.529911,-7.587429,-7.085396
BDBJPGFE_03334 N-acetyl-gamma-glutamyl-phosphate reductase,-19.8767,-18.19416,-19.36934,-12.37849,-12.26725,-12.73667,-13.33952,-12.33385,-17.46106,-16.05354,-16.43663,-15.14081,-14.81482,-15.17365,-16.0231
"BDBJPGFE_03338 Glutamate-1-semialdehyde 2,1-aminomutase",-16.88367,-19.58249,-19.44538,-14.01641,-13.95118,-14.02818,-13.66652,-12.94091,-12.58499,-13.7188,-13.74356,-13.38827,-12.75065,-12.1868,-12.60395
BDBJPGFE_03348 putative lipoprotein YiaD,-20.37775,-19.12519,-20.27197,-14.38026,-12.62051,-15.91144,-12.48349,-11.8763,-12.3963,-13.36912,-13.24592,-13.67478,-12.45855,-11.50642,-11.68522
BDBJPGFE_03355 Beta sliding clamp,-17.77641,-15.21618,-17.25712,-9.717349,-9.274172,-10.14067,-9.948683,-10.49979,-10.56071,-13.07847,-12.47567,-11.93024,-12.79125,-15.73061,-12.3824
BDBJPGFE_03357 DNA gyrase subunit B,-18.51597,-17.97329,-18.56819,-15.74944,-15.70796,-16.15975,-14.31238,-14.45871,-14.51168,-15.52275,-15.75648,-16.00551,-15.50362,-14.66926,-15.57818
BDBJPGFE_03359 Glycine--tRNA ligase beta subunit,-17.74722,-19.23557,-18.53215,-14.27927,-15.97422,-14.47415,-11.80997,-11.93772,-12.76011,-13.66078,-15.33437,-16.22627,-16.02437,-16.04049,-14.21419
BDBJPGFE_03360 Glycine--tRNA ligase alpha subunit,-20.01035,-17.58772,-20.45153,-16.33463,-13.28195,-15.19401,-14.76038,-13.96778,-13.34569,-16.81398,-16.8901,-15.85395,-15.82619,-15.00799,-15.26131
BDBJPGFE_03375 L-threonine dehydratase biosynthetic IlvA,-17.37654,-19.53659,-20.13698,-15.68719,-13.47045,-16.54724,-14.72558,-15.65025,-15.17879,-14.93497,-16.07061,-16.57503,-15.57762,-14.81163,-13.14606
BDBJPGFE_03383 putative CtpA-like serine protease,-19.26307,-19.06831,-18.10084,-15.2056,-14.47244,-15.81034,-15.64758,-14.28282,-13.9321,-14.68435,-16.51096,-15.83794,-15.01751,-16.09113,-15.77465
"BDBJPGFE_03385 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",-18.65126,-20.92154,-16.75723,-9.288337,-9.858703,-9.548493,-10.21099,-10.17937,-10.64447,-13.54466,-14.38743,-14.07577,-15.078,-13.68154,-14.52769
BDBJPGFE_03387 Protein-export protein SecB,-17.16724,-17.86612,-18.65663,-10.60061,-9.98951,-10.02343,-10.3275,-9.701883,-10.59064,-11.11091,-16.37791,-16.33166,-14.9267,-15.10597,-15.75809
"BDBJPGFE_03415 2,3-diketo-L-gulonate-binding periplasmic protein YiaO",-10.60013,-11.4271,-12.04059,-13.77734,-15.21584,-14.5535,-12.59952,-12.01563,-12.48333,-13.8736,-15.80932,-16.66162,-13.6221,-14.67558,-16.15873
BDBJPGFE_03430 5-aminovalerate aminotransferase DavT,-15.30832,-13.65619,-14.06107,-7.516908,-7.508949,-7.046037,-8.713135,-8.593631,-8.787565,-10.33371,-10.60572,-11.25395,-11.79745,-12.20026,-11.83759
BDBJPGFE_03434 Acyl-CoA dehydrogenase,-18.44989,-19.3537,-19.43714,-15.18392,-15.56306,-15.5572,-15.50954,-15.17644,-15.37231,-16.70186,-17.10666,-14.96343,-14.97122,-14.27708,-14.62191
BDBJPGFE_03436 hypothetical protein,-7.315877,-7.884404,-8.269439,-7.018643,-6.46739,-5.950008,-7.409997,-7.334926,-7.308845,-8.294041,-8.469092,-8.907811,-8.035413,-8.685983,-8.512807
BDBJPGFE_03446 3-dehydroquinate synthase,-20.11785,-19.31146,-18.5005,-15.53419,-14.41636,-15.37496,-13.12517,-13.53502,-14.45427,-13.59556,-17.13811,-16.51681,-12.443,-16.43563,-14.95616
BDBJPGFE_03447 Glutamate synthase [NADPH] large chain,-18.59523,-16.85014,-19.17162,-16.83128,-16.20759,-16.69658,-12.50271,-11.86548,-12.42315,-18.52798,-16.86721,-17.65498,-14.34289,-16.86291,-14.87373
BDBJPGFE_03448 Glutamate synthase [NADPH] small chain,-19.51803,-19.35018,-18.80932,-14.5779,-15.61221,-15.90386,-15.26153,-15.06606,-14.58658,-15.97835,-16.93494,-14.39794,-15.46406,-14.69213,-15.4169
BDBJPGFE_03449 CTP synthase,-19.91312,-20.12177,-18.35275,-15.21108,-14.53021,-15.49546,-11.6538,-11.9662,-11.61256,-13.91869,-13.20453,-13.60778,-13.1292,-14.4719,-13.74055
BDBJPGFE_03450 2-dehydro-3-deoxyphosphooctonate aldolase,-18.0267,-20.07403,-18.76089,-14.98134,-16.45497,-14.72814,-15.13608,-15.44788,-15.30391,-15.79031,-15.49936,-16.94644,-15.27415,-16.19578,-15.84446
BDBJPGFE_03451 Enolase,-12.60583,-12.44432,-12.58442,-11.42744,-10.52084,-10.93954,-8.417109,-8.689841,-8.468277,-10.18747,-10.42208,-10.5834,-9.922392,-9.984618,-9.902245
BDBJPGFE_03455 Protein RecA,-12.68274,-12.63637,-12.70784,-13.80879,-13.44076,-13.61246,-11.81043,-11.57317,-11.76148,-12.43087,-11.47752,-12.05359,-12.33675,-11.39296,-13.03338
BDBJPGFE_03457 Alanine--tRNA ligase,-17.64598,-17.31281,-18.37584,-17.69601,-16.37169,-18.53718,-10.96164,-11.34237,-10.89568,-14.60969,-12.97134,-14.58943,-16.65573,-14.28321,-15.2285
BDBJPGFE_03458 Aspartate kinase Ask_LysC,-13.10556,-16.07558,-13.17387,-10.65501,-10.23914,-10.64828,-9.276486,-8.865088,-9.13236,-10.50778,-11.28144,-10.91351,-11.05454,-9.819324,-10.5942
BDBJPGFE_03465 Methylmalonyl-CoA carboxyltransferase 5S subunit,-17.45872,-16.03187,-16.02623,-13.36384,-12.88646,-13.51126,-11.86436,-10.63587,-10.82421,-14.75063,-12.46904,-13.72725,-15.85118,-13.37302,-13.9757
BDBJPGFE_03483 Protein YciI,-20.16691,-20.06017,-17.9201,-15.20118,-12.09312,-14.39711,-12.10638,-12.13848,-11.45699,-16.30957,-15.16151,-16.96432,-14.2998,-15.89319,-14.49514
BDBJPGFE_03497 hypothetical protein,-9.358593,-8.837344,-9.034431,-15.36899,-16.63397,-16.41732,-12.40985,-11.74808,-14.9423,-15.10918,-16.37203,-13.76115,-16.33531,-14.48358,-15.85006
BDBJPGFE_03513 Inosine-5-monophosphate dehydrogenase,-19.21145,-15.88628,-18.5451,-13.07299,-13.64179,-14.81098,-13.45751,-11.55838,-13.98697,-16.42191,-14.93543,-15.81072,-15.34476,-14.89892,-14.4513
BDBJPGFE_03514 GMP synthase [glutamine-hydrolyzing],-18.24592,-18.31726,-20.00143,-11.36398,-11.62975,-11.86871,-11.84635,-11.87234,-12.7188,-16.8651,-17.50549,-14.87389,-15.54796,-15.93094,-16.57098
BDBJPGFE_03541 hypothetical protein,-20.51814,-18.59625,-19.31621,-15.98519,-14.21825,-13.99922,-15.16265,-14.54376,-15.66114,-16.05096,-17.16188,-15.49739,-14.49354,-14.69125,-13.76629
BDBJPGFE_03558 Nitrous-oxide reductase,-14.60995,-16.7038,-16.47538,-13.54842,-12.9348,-14.17457,-16.15168,-16.26021,-16.42521,-15.92481,-15.19485,-15.15041,-14.67895,-15.33873,-14.33811
BDBJPGFE_03593 Pyrimidine/purine nucleotide 5-monophosphate nucleosidase,-18.89735,-18.59614,-20.24172,-13.07798,-14.38,-15.32263,-14.34806,-14.37523,-14.65783,-16.70788,-16.20552,-16.39161,-16.16471,-15.39111,-14.93132
BDBJPGFE_03595 Glycine dehydrogenase (decarboxylating),-17.89952,-18.72105,-18.02076,-14.26394,-14.86121,-15.42871,-13.18733,-13.26361,-13.64766,-15.14659,-13.7504,-15.48242,-14.20339,-13.57526,-15.5216
BDBJPGFE_03599 Murein hydrolase activator EnvC,-12.90702,-12.498,-12.62781,-14.81171,-12.87142,-14.9272,-14.0764,-13.09001,-13.99387,-13.11117,-16.7158,-17.59735,-15.55582,-16.93696,-15.3458
BDBJPGFE_03602 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,-20.29936,-20.55935,-20.45931,-10.37931,-9.358414,-9.408216,-10.29867,-10.15138,-10.34564,-11.20347,-16.93277,-16.40958,-15.94636,-14.3104,-15.00322
BDBJPGFE_03603 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,-18.35157,-18.89247,-18.92481,-10.89582,-10.54771,-10.20194,-11.16983,-11.0197,-11.71056,-17.49788,-17.23225,-15.16502,-15.37993,-15.89837,-15.94293
BDBJPGFE_03607 D-beta-hydroxybutyrate dehydrogenase,-18.30805,-14.55935,-19.252,-12.54345,-12.03063,-11.88615,-12.65945,-12.85228,-13.17602,-16.48328,-16.80342,-16.69668,-15.1142,-13.57063,-15.80465
BDBJPGFE_03611 Dihydroorotase,-17.76133,-19.61989,-20.51151,-11.22961,-11.09047,-10.56559,-12.04253,-12.40689,-11.85269,-16.16128,-16.43511,-15.30936,-15.37972,-14.62117,-15.78578
BDBJPGFE_03620 hypothetical protein,-6.786158,-6.574803,-6.850101,-11.76381,-12.89206,-11.97796,-12.49961,-12.30633,-12.49835,-11.98489,-14.77104,-10.93554,-15.53786,-15.53347,-10.81403
BDBJPGFE_03634 Putative 2-hydroxyacid dehydrogenase,-18.60803,-19.32868,-20.22412,-11.72729,-11.13875,-11.02344,-11.78662,-11.47233,-11.89244,-15.37381,-17.51852,-16.65252,-17.05933,-16.55739,-15.83811
BDBJPGFE_03636 Aspartate--tRNA(Asp/Asn) ligase,-19.94145,-18.45414,-20.00501,-15.13647,-15.51113,-16.03274,-10.94899,-11.18844,-11.5922,-12.3764,-12.4204,-14.28799,-14.33336,-13.34936,-11.14672
BDBJPGFE_03644 Protein TolB,-13.51217,-13.41003,-13.31276,-9.53291,-9.808425,-9.929102,-9.860386,-9.322158,-9.602226,-10.33745,-10.48832,-10.7196,-14.68653,-10.13437,-10.93847
BDBJPGFE_03646 Cell division coordinator CpoB,-13.65773,-13.62239,-14.04664,-15.39397,-11.98042,-11.4984,-12.09753,-11.94497,-15.77666,-11.84963,-16.91205,-16.80297,-15.32127,-15.7894,-14.63237
BDBJPGFE_03650 UTP--glucose-1-phosphate uridylyltransferase,-17.55769,-18.05456,-19.11178,-13.41956,-13.12319,-13.39067,-13.00511,-12.62508,-12.56864,-16.11913,-15.80969,-16.04814,-15.2085,-14.59909,-16.59589
BDBJPGFE_03657 Carbonic anhydrase 2,-20.07527,-17.11832,-19.84,-14.97704,-12.49358,-14.93972,-12.05698,-11.6357,-12.42377,-16.96118,-16.05576,-16.24045,-16.44028,-15.33942,-14.22686
BDBJPGFE_03658 Glutathione amide reductase,-18.13508,-18.57009,-19.50273,-12.97538,-13.49956,-13.67239,-14.09853,-13.99911,-14.3886,-17.33725,-17.62583,-15.83185,-14.45945,-15.20791,-15.86369
BDBJPGFE_03660 Diaminobutyrate--2-oxoglutarate transaminase,-16.96939,-14.61397,-14.05792,-11.27753,-11.2179,-11.12238,-10.70781,-11.63399,-12.551,-15.37378,-15.41669,-15.81357,-14.98502,-14.37784,-15.05881
BDBJPGFE_03661 L-ectoine synthase,-18.59409,-21.40006,-19.10939,-15.12218,-10.18222,-10.19856,-9.080319,-10.49229,-10.49931,-16.06269,-15.34644,-16.10612,-15.63943,-15.63154,-15.29164
BDBJPGFE_03662 hypothetical protein,-19.10708,-19.90857,-18.60433,-15.96141,-15.27804,-14.09863,-13.39709,-13.1587,-14.19967,-16.06472,-17.26946,-15.31743,-14.71248,-15.7237,-14.99296
BDBJPGFE_03675 Methionine synthase,-17.98427,-19.64099,-18.2702,-15.14698,-14.98594,-15.61701,-17.71524,-17.21076,-17.06763,-15.94256,-16.92663,-16.51297,-14.74251,-14.84726,-15.26538
BDBJPGFE_03677 Sulfite reductase [ferredoxin],-17.7376,-16.52085,-17.52236,-14.35286,-13.41489,-15.13245,-11.71107,-11.17658,-11.68635,-14.11092,-13.93642,-13.88373,-15.29794,-13.70895,-13.67978
BDBJPGFE_03682 L-erythrulose 1-kinase,-18.70379,-17.93997,-20.54639,-15.3693,-16.85241,-16.69512,-15.38202,-15.26614,-15.32404,-16.21298,-17.77247,-17.19566,-14.77539,-14.80743,-14.19614
BDBJPGFE_03688 Ribose import binding protein RbsB,-10.33901,-10.6739,-11.33902,-8.469793,-8.410564,-8.051245,-8.890059,-9.02404,-8.816687,-9.938181,-10.0177,-9.511589,-8.517701,-9.459149,-9.221338
BDBJPGFE_03693 hypothetical protein,-13.8419,-13.83362,-18.35177,-12.61632,-12.42886,-12.63207,-12.98276,-12.57852,-15.63836,-16.50149,-16.27887,-15.67376,-16.35958,-15.463,-14.80304
"BDBJPGFE_03697 2,3-diketo-L-gulonate-binding periplasmic protein YiaO",-15.04329,-20.24352,-19.74303,-16.17083,-11.33381,-11.79006,-11.53955,-11.28907,-11.27315,-12.62923,-13.05303,-13.1965,-11.451,-15.09614,-12.10491
BDBJPGFE_03715 Enoyl-[acyl-carrier-protein] reductase [NADH],-19.15504,-18.7035,-18.84371,-16.53516,-14.56684,-14.72461,-14.75999,-15.21451,-14.01314,-14.09848,-17.56358,-15.72523,-13.81503,-14.52918,-15.32538
BDBJPGFE_03719 Succinylornithine transaminase/acetylornithine aminotransferase,-19.4473,-16.92124,-18.21488,-10.8531,-9.893901,-10.92442,-10.91466,-11.20121,-11.06684,-12.59826,-12.59425,-13.60771,-12.00853,-13.03689,-15.98103
BDBJPGFE_03722 N-succinylglutamate 5-semialdehyde dehydrogenase,-20.52425,-16.4166,-16.31975,-10.3763,-10.75872,-10.65253,-12.8653,-11.88249,-12.00802,-16.3663,-15.86343,-15.40315,-15.36051,-13.21137,-14.51
BDBJPGFE_03757 Methylmalonate-semialdehyde dehydrogenase [acylating],-19.25944,-18.78572,-17.10273,-9.984033,-9.796553,-10.1587,-10.55838,-10.58459,-10.4127,-11.73699,-11.64017,-11.62025,-11.15054,-9.821259,-9.781192
BDBJPGFE_03763 Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC,-20.45913,-19.22071,-19.10607,-15.67011,-15.33679,-15.68318,-13.68261,-13.59592,-14.12741,-16.37459,-16.44084,-15.48349,-14.80051,-15.33655,-14.01652
BDBJPGFE_03767 Hydroxypyruvate reductase,-19.3463,-19.44214,-19.21578,-12.48765,-12.41007,-12.41205,-13.97782,-13.60766,-13.70405,-16.35114,-19.44391,-15.79918,-15.0082,-16.2461,-16.11056
BDBJPGFE_03789 Tail-specific protease,-14.79173,-15.68361,-15.02524,-13.66695,-13.49521,-14.06587,-13.97189,-12.22536,-13.36086,-15.01896,-16.56637,-14.76418,-15.26693,-16.07384,-14.26711
BDBJPGFE_03790 putative M18 family aminopeptidase 2,-19.24627,-18.83392,-19.2631,-12.45011,-12.35315,-13.05395,-13.58019,-13.98608,-15.5713,-15.75317,-16.09357,-15.25731,-15.79105,-14.115,-14.42181
BDBJPGFE_03792 Ribosome-binding ATPase YchF,-19.18349,-20.26558,-20.25416,-14.98329,-15.55328,-14.88016,-14.95854,-15.21606,-14.22867,-16.40796,-16.66787,-14.34791,-16.84723,-16.70036,-13.21428
BDBJPGFE_03794 50S ribosomal protein L25,-14.37567,-13.87588,-13.98704,-11.56544,-10.63396,-11.79915,-11.51684,-10.6326,-11.80653,-12.48405,-15.91615,-16.38079,-15.65083,-14.31828,-15.00162
BDBJPGFE_03824 putative protein,-12.80684,-12.93847,-13.2959,-8.004766,-7.872703,-7.807236,-11.87003,-11.29628,-10.96995,-9.711944,-10.67833,-10.59831,-8.992064,-8.820556,-9.212349
BDBJPGFE_03831 Solute-binding protein,-6.094823,-7.309344,-7.550901,-5.555276,-5.34679,-5.05788,-6.70095,-6.80882,-6.555534,-8.008265,-8.028592,-8.187634,-7.896314,-8.145058,-8.031976
