Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
JANJIKNC_02434 putative protein,23.79937,23.59798,23.8839,22.88056,22.51381,22.55136,23.14484,22.52032,23.60116,23.72244,23.76769,23.79739,24.04277,24.15429,23.61616
JANJIKNC_02436 hypothetical protein,22.80577,22.95573,22.90108,22.82993,20.51485,22.23055,22.68885,22.43311,23.19277,22.44448,22.2406,22.65069,22.12439,22.10891,22.11636
JANJIKNC_02438 hypothetical protein,19.09339,20.96832,18.86261,18.77782,19.95194,22.84278,21.81839,21.69426,20.7645,19.75328,19.56939,19.759,19.36174,18.28909,18.71177
JANJIKNC_02452 F420H(2)-dependent quinone reductase,19.18592,19.58972,18.352,18.61993,20.62505,19.35346,20.26522,19.67669,20.61018,19.9975,19.07419,19.51043,19.71095,19.42939,19.60508
JANJIKNC_02453 Quinone oxidoreductase 1,20.88316,18.57261,21.03651,20.86627,19.82171,19.59875,20.72866,20.43441,20.85704,19.90187,18.16145,19.44193,19.20196,20.71599,19.46494
JANJIKNC_02477 NADH-quinone oxidoreductase subunit B,18.60434,17.70374,18.81674,19.76096,19.83835,19.81207,19.70599,19.83467,18.05486,19.81371,20.09494,20.96047,20.96056,20.26362,20.68996
JANJIKNC_02485 hypothetical protein,22.60596,22.53988,22.69422,22.18295,20.2654,19.8184,22.98564,22.90568,24.18048,22.45423,22.6819,19.52333,22.13971,22.8924,21.95855
JANJIKNC_02505 putative cutinase cut3,19.95171,19.54897,18.40778,19.05428,20.67754,18.96819,18.70961,18.93727,19.45876,18.39931,18.21889,19.68702,19.11918,19.51565,19.18741
JANJIKNC_02517 HTH-type transcriptional regulator GltC,17.84548,19.46543,18.26155,19.67228,20.95955,18.93709,19.53718,19.5441,19.24058,19.96826,19.72446,19.23328,19.46635,18.48277,19.21453
JANJIKNC_02534 hypothetical protein,21.7965,22.35248,21.64531,22.51511,22.05129,21.99986,20.77169,20.60675,17.50375,21.77656,21.90793,22.93003,22.82644,22.75691,22.25857
JANJIKNC_02539 hypothetical protein,22.79691,22.06645,22.23926,21.95003,20.32068,22.8292,22.28515,22.07307,22.62,19.64754,19.93291,19.56758,21.81441,19.09847,21.87875
JANJIKNC_02552 Putative peptidoglycan hydrolase,18.32855,20.11477,20.01302,18.0499,21.25532,19.1733,20.51557,21.21193,18.22715,18.94544,20.41957,20.26499,20.64597,20.99597,20.8774
JANJIKNC_02553 Putative lipoprotein LppW,19.17067,18.70387,18.86327,20.00064,19.931,19.77847,18.16428,18.48989,18.72344,20.06608,19.34872,19.76304,18.5363,18.7517,18.4995
JANJIKNC_02562 50S ribosomal protein L9,22.15153,18.23054,22.46468,19.75618,20.17427,19.6979,22.6816,22.53744,23.3507,22.20189,22.40413,19.87877,22.44688,22.70128,22.15919
JANJIKNC_02563 30S ribosomal protein S18 2,24.27156,23.97561,24.22648,23.85833,24.21786,23.73624,25.87392,25.69416,25.41925,24.77671,24.36593,24.93742,25.21664,25.10821,25.24372
JANJIKNC_02564 Single-stranded DNA-binding protein,23.85624,23.56779,23.4419,22.55183,21.9307,22.26979,23.21462,23.06689,23.57057,22.89076,22.92497,22.78307,22.44983,22.4123,22.58208
JANJIKNC_02565 30S ribosomal protein S6,22.97113,22.50283,23.20556,22.43774,21.57237,21.2777,24.60207,24.30841,24.82512,21.54071,22.41375,20.2484,22.26539,22.25214,22.90511
JANJIKNC_02573 hypothetical protein,18.99552,18.71205,19.12989,19.19029,20.03476,19.01079,19.37454,19.23526,20.02837,18.96623,19.55114,20.41451,19.2871,19.65193,19.68919
JANJIKNC_02574 Inositol-3-phosphate synthase,19.98663,19.98426,20.2111,19.78542,19.88822,19.41287,20.59478,20.19087,20.71163,19.6808,20.13357,20.5195,19.75321,18.928,19.24675
JANJIKNC_02577 putative protein,20.4997,20.01985,20.63635,19.23956,19.94548,20.37878,20.93251,21.02269,21.09642,21.15956,19.19924,19.35878,19.76279,19.14807,19.10822
JANJIKNC_02580 Glutamine transport ATP-binding protein GlnQ,19.45816,18.87677,18.6253,19.12123,20.79701,19.48584,18.93992,18.23837,20.50494,19.56826,19.89441,20.25476,20.79844,20.73991,20.83353
JANJIKNC_02581 putative HTH-type transcriptional regulator,23.05672,22.96176,23.04695,23.60524,23.41416,22.94271,24.08797,23.3868,23.63201,22.89685,22.99945,22.42324,24.28821,24.55016,24.30723
JANJIKNC_02591 CCA-adding enzyme,19.40236,18.84703,19.0705,20.35628,20.94843,19.0822,21.00772,21.22788,21.15066,20.1418,19.69348,20.95518,20.45142,19.78008,19.7308
JANJIKNC_02594 putative peptidoglycan biosynthesis protein MviN,19.40621,19.9256,18.88343,19.82955,21.02905,20.99459,20.62382,20.6082,19.89943,19.53072,19.71887,19.90255,20.15906,20.35456,18.52676
JANJIKNC_02598 Thioredoxin,20.35122,20.23479,20.23269,19.7292,19.48394,20.09276,21.84364,21.25356,21.99738,18.85727,21.18302,19.13873,20.53886,20.77322,20.96353
JANJIKNC_02601 putative chromosome-partitioning protein ParB,19.18877,18.44837,19.01829,19.80012,20.07708,20.81222,19.42818,20.2201,19.17167,20.00083,19.68058,20.20466,18.8068,18.70801,19.53116
JANJIKNC_02607 Ribonuclease P protein component,18.76922,18.65518,18.94139,19.23961,21.06172,19.24249,20.90507,20.79559,20.50164,19.33336,18.98371,20.44702,19.90332,21.80798,21.17078
JANJIKNC_02609 Chromosomal replication initiator protein DnaA,20.75752,21.05537,20.91064,18.98531,21.07931,19.4591,18.07848,19.73868,18.29884,19.53257,19.6117,19.61766,20.70117,18.66275,19.64894
JANJIKNC_02610 Beta sliding clamp,21.53193,21.30747,21.35122,19.76373,20.85498,20.93114,21.60892,21.74755,21.35612,20.97008,19.99168,20.7077,21.07731,21.38632,20.88673
JANJIKNC_02627 4-hydroxy-tetrahydrodipicolinate synthase,20.51143,21.52564,20.38174,19.14198,20.05444,19.78944,19.92553,20.00415,20.37772,19.46639,18.78889,19.94582,18.42256,20.07992,17.97616
JANJIKNC_02641 35 kDa protein,23.1536,22.5844,23.27284,23.29586,23.12353,23.91278,23.31824,23.38601,23.72151,23.82415,23.55192,23.11696,23.0442,22.28365,22.60901
JANJIKNC_02669 ABC transporter glutamine-binding protein GlnH,22.47944,22.32822,22.46533,22.70466,22.79626,22.58325,23.66047,24.27056,22.69727,22.54959,22.19565,22.54614,22.88437,22.68868,23.07641
JANJIKNC_02670 Glutamine transport ATP-binding protein GlnQ,20.41214,20.2214,20.22694,19.04293,20.31214,18.93137,19.17285,18.12992,19.81614,19.4466,19.50836,19.82129,19.54672,19.23223,19.72423
JANJIKNC_02673 putative protein/MSMEI_2664,21.46548,21.20526,21.70341,21.92136,20.38203,19.50765,22.4672,21.80837,21.14911,19.80097,21.16736,21.05417,20.76782,21.15641,20.44071
JANJIKNC_02681 hypothetical protein,22.86507,23.73024,22.84564,23.55882,20.51055,23.61268,23.41338,23.16955,21.8321,21.85836,22.2476,19.80791,21.41967,23.02367,22.78225
JANJIKNC_02682 LexA repressor,22.12244,21.86393,22.27912,18.99294,20.22013,19.3305,21.01665,21.07333,21.60205,20.08441,19.43703,19.39206,19.22547,19.48316,18.9414
JANJIKNC_02690 Iron-dependent repressor IdeR,22.43204,22.07979,22.28664,22.31609,22.35448,22.18749,22.47665,22.23269,22.47608,21.70405,22.27293,19.36258,22.34679,22.18407,22.06052
JANJIKNC_02709 Dihydroanticapsin 7-dehydrogenase,20.12553,20.66449,19.92799,19.66886,20.78122,19.66367,19.37831,19.26467,18.07166,19.05471,19.8797,19.92644,20.56978,18.37268,20.8723
JANJIKNC_02725 RNA polymerase sigma factor SigA,20.79638,21.1649,20.85354,20.72933,20.22592,21.68192,21.55098,21.52521,20.96916,20.30773,19.55908,19.33617,20.88584,20.74353,20.50736
JANJIKNC_02737 Trk system potassium uptake protein TrkA,21.46149,21.49101,21.42783,21.03308,20.25787,19.96804,20.72792,20.65045,20.99804,20.17595,21.35138,19.7079,21.50804,21.6141,21.21015
JANJIKNC_02746 Ribonuclease D,23.99568,24.06332,24.02732,23.23573,22.13843,22.37122,23.0036,22.82929,22.72361,21.968,23.07457,22.51239,23.27597,23.70915,22.94612
JANJIKNC_02748 Uroporphyrinogen decarboxylase,22.84512,22.8477,22.64985,18.64556,20.47708,19.72935,23.46886,23.42175,23.57415,19.74396,18.96389,20.48019,23.29348,23.37571,23.63589
JANJIKNC_02758 hypothetical protein,21.38353,18.99728,18.92929,19.84994,20.18313,19.69874,22.61412,22.36797,23.74509,22.8756,23.45475,22.56146,22.30176,22.57782,18.77594
JANJIKNC_02759 putative acetyl-CoA acetyltransferase,21.78217,21.48035,21.53103,19.8109,20.84276,19.19363,21.71653,22.4236,21.86989,19.7266,21.6926,19.25453,21.25868,21.52817,21.20443
JANJIKNC_02777 Glutamate racemase,21.15505,21.15968,21.22841,21.1728,21.59725,20.95191,21.22494,21.20955,20.91903,20.51173,19.56353,21.58678,21.36191,21.94496,21.37194
JANJIKNC_02794 Alkyl hydroperoxide reductase C,19.59277,18.07586,18.40326,19.56514,21.19132,19.23395,23.76405,23.91643,25.23732,20.24023,22.13874,19.90678,19.18325,18.89765,18.8143
JANJIKNC_02795 Alkyl hydroperoxide reductase AhpD,18.77763,18.36404,18.64232,19.65353,20.82173,19.15501,22.66874,22.43637,23.75154,20.07236,19.84952,19.59747,18.0327,18.53007,19.04537
JANJIKNC_02844 hypothetical protein,23.01419,22.94826,23.19708,23.16444,22.89672,22.70948,22.55232,22.81777,22.49431,21.87508,22.51309,22.89278,23.51701,23.03345,23.52085
JANJIKNC_02903 hypothetical protein,21.15851,20.86121,21.45658,20.93941,19.70988,21.26058,20.36944,20.09249,20.55759,21.40125,21.59145,20.92318,21.59623,21.78229,21.41333
JANJIKNC_02928 putative cutinase cut3,21.8226,21.02945,21.42491,20.93287,21.29866,19.50538,20.83607,20.66492,17.73531,20.91101,21.48311,20.32697,21.95419,22.17054,21.47803
JANJIKNC_02943 putative formamidopyrimidine-DNA glycosylase-like protein,18.30591,18.31907,18.52223,19.19628,20.92019,20.29463,18.97435,18.28356,18.99546,20.31997,18.94703,20.53923,19.21622,19.71247,20.89088
JANJIKNC_02945 putative oxidoreductase,20.78524,20.08732,18.63762,20.14892,20.37865,19.34802,20.42686,20.42214,20.81738,19.99732,19.82595,18.7768,20.9512,18.83955,20.19736
JANJIKNC_02946 Glucose-6-phosphate isomerase,20.95589,21.35213,21.42639,20.7265,20.08549,20.6383,21.11921,21.18568,21.30975,21.0424,19.86455,21.21241,21.37465,21.55731,21.29412
JANJIKNC_02947 Succinate-semialdehyde dehydrogenase,23.70303,23.70166,23.46837,22.84961,20.27119,20.44698,23.95863,23.91916,24.14126,23.0634,23.27952,22.11114,23.39545,23.26342,23.4179
JANJIKNC_02954 Succinate--CoA ligase [ADP-forming] subunit beta,22.7564,22.0256,22.06674,22.12285,20.7288,21.26545,24.06233,24.2322,23.97893,22.7082,22.06372,20.44324,22.49456,22.63176,22.26782
JANJIKNC_02955 Succinate--CoA ligase [ADP-forming] subunit alpha,22.81084,22.33099,22.89558,19.97692,19.76277,21.56183,24.42739,24.47933,24.6705,22.75516,22.86221,22.2569,21.56723,22.12704,21.97099
JANJIKNC_02965 Bifunctional purine biosynthesis protein PurH,19.03951,19.45914,19.09991,18.40598,20.7032,19.70342,21.3603,21.9797,21.46593,18.94287,20.33631,19.8439,20.72667,19.27041,18.32815
JANJIKNC_02969 hypothetical protein,23.74427,23.90747,23.82367,23.73304,20.75112,23.6887,23.78297,23.82522,24.57155,23.07858,23.0104,22.34454,22.37324,23.28447,23.45111
JANJIKNC_02974 hypothetical protein,18.79698,20.51287,17.74341,23.3761,22.50329,22.77336,21.20288,21.69358,20.24586,20.77503,19.46704,19.12749,19.03347,19.3254,21.37544
JANJIKNC_02975 hypothetical protein,24.77037,25.12562,24.9711,24.35897,25.48861,25.32138,25.07063,25.83067,24.02352,25.14946,24.60693,25.00684,25.53614,25.04414,25.65657
JANJIKNC_02978 Quinone oxidoreductase 2,21.84736,21.73583,21.70476,21.48925,21.16843,21.30669,21.26207,20.93496,20.28241,21.09113,21.25937,19.7702,22.4979,22.33707,22.23526
JANJIKNC_02979 hypothetical protein,23.84451,24.60008,24.02943,22.48653,22.92493,23.46725,22.47083,22.76152,21.36335,23.79937,23.40133,23.78127,24.66253,24.12668,23.82833
"JANJIKNC_02985 5,6-dimethylbenzimidazole synthase",23.10273,22.74821,22.64333,18.80373,20.64196,20.10415,22.96296,22.88844,23.42188,18.75173,23.01631,19.02842,23.55321,23.55964,23.36586
JANJIKNC_02988 Serine protease inhibitor,20.26522,18.34433,20.3829,21.46269,19.61244,21.08148,20.41844,20.62167,20.46553,19.92256,20.06126,21.46712,21.71758,21.22876,21.46877
JANJIKNC_02992 ABC transporter ATP-binding/permease protein,18.73298,19.62582,17.83854,19.31564,20.50161,20.01427,19.74452,19.83928,19.21336,19.2514,19.71052,19.42248,18.62848,19.50897,19.54219
JANJIKNC_03002 L-methionine gamma-lyase,22.37236,21.97397,22.09088,19.8353,20.307,20.09459,22.39137,22.30652,22.82761,22.70297,23.14802,23.42214,22.26877,23.26885,23.06763
JANJIKNC_03003 Isocitrate dehydrogenase [NADP],21.24232,22.20207,21.33271,22.00014,22.13955,22.97216,23.29278,24.03993,23.08099,18.93581,19.79523,19.52681,22.37199,22.72717,22.23166
JANJIKNC_03010 Tryptophan--tRNA ligase,21.88028,22.05613,21.95826,21.83221,20.66459,21.06178,21.97722,22.09194,22.58192,22.0353,21.05848,22.14697,22.03792,21.99089,21.86132
JANJIKNC_03017 putative aminotransferase,23.1887,23.1454,23.28814,18.64356,20.71452,20.24284,21.95301,21.81053,22.04886,21.07398,19.09268,22.05606,21.58866,20.91853,22.08005
JANJIKNC_03018 Regulatory protein AsnC,20.77443,20.58233,20.88703,21.21851,20.72193,20.89519,20.46284,20.7905,20.54708,19.43379,19.55479,20.73024,21.75099,21.72042,21.26058
JANJIKNC_03021 hypothetical protein,20.92412,21.38653,17.96767,19.20122,20.51196,19.01753,21.17499,20.91874,21.25753,20.10355,18.0356,20.28178,21.17901,22.44417,19.12226
JANJIKNC_03025 Succinate dehydrogenase iron-sulfur subunit,20.55581,20.86136,20.8057,20.39001,19.52784,20.44719,22.31202,21.42476,20.9894,19.69753,19.36479,19.9281,20.61315,20.47922,20.25845
JANJIKNC_03031 Adenosine deaminase,20.9402,20.22046,18.49505,21.81843,21.45613,20.99769,21.33047,20.60937,20.57699,20.88009,19.63005,19.78259,21.91973,21.87237,21.00003
JANJIKNC_03034 hypothetical protein,18.82236,18.21604,18.3642,20.8326,21.11991,21.56899,20.55281,21.03154,20.81605,19.06247,19.60938,18.7478,19.17162,19.21602,19.46995
JANJIKNC_03046 putative hydrolase YxeP,19.26865,19.40615,18.61615,19.0105,20.42836,19.65374,19.74072,19.78968,20.24771,19.1606,19.67604,19.18127,20.49902,20.61621,19.98231
JANJIKNC_03070 putative L-lysine-epsilon aminotransferase,21.65298,21.95833,18.17366,22.38002,20.08345,18.70384,21.9018,21.76891,22.48815,19.36852,18.60552,19.35978,19.95509,19.15132,18.86322
JANJIKNC_03075 hypothetical protein,19.1341,18.43155,18.47236,22.25724,21.93733,21.23538,19.52739,18.32171,18.27346,19.66825,19.73157,19.43105,18.13829,18.26582,19.63774
JANJIKNC_03100 Biotin carboxylase,22.99462,23.70725,22.96656,23.34935,23.24558,23.63223,24.88423,24.82498,23.9612,22.71542,22.2245,20.30886,23.24821,22.81742,22.73368
JANJIKNC_03102 Putative thiosulfate sulfurtransferase SseA,20.22199,19.90403,20.12073,20.3909,20.52078,21.10572,21.0979,21.4246,21.031,20.97232,20.93431,20.84153,20.5468,20.27833,20.50688
JANJIKNC_03110 putative protein,18.9763,18.62641,18.50533,19.22317,19.8343,19.17963,20.85476,20.65473,20.52047,19.78026,20.34346,19.84508,18.25317,19.63505,18.61112
JANJIKNC_03111 CRP-like cAMP-activated global transcriptional regulator,19.83069,22.2802,21.50998,19.14601,20.6106,19.76694,22.34175,21.74337,22.85854,19.35507,19.50249,19.07863,21.99928,19.51945,22.1626
JANJIKNC_03127 Acyl-CoA dehydrogenase,20.41421,20.57746,20.5925,19.29037,19.79507,19.65232,20.4865,20.74936,21.32185,19.59018,19.38487,20.58541,19.68256,19.1066,18.62494
JANJIKNC_03135 hypothetical protein,19.29351,19.03299,18.3491,19.13894,20.8773,18.93677,19.09988,19.78154,18.55772,19.89746,19.10662,18.71097,19.64404,20.42293,19.43008
JANJIKNC_03136 Pyridoxine kinase,22.08236,21.71988,22.06079,22.05192,20.41153,21.78237,21.97967,21.75536,21.78373,19.07093,20.36393,19.82845,22.75658,22.52301,22.4988
JANJIKNC_03162 Putative lipoprotein LppJ,18.78083,18.59126,18.61811,20.17468,20.82825,19.61914,19.59328,19.5318,18.97326,20.2511,19.37901,19.43155,19.62083,19.35884,19.86935
JANJIKNC_03194 putative protein;JANJIKNC_01212 putative protein,19.28747,18.02209,18.58948,19.72653,20.51157,18.83724,23.63489,23.61616,23.99852,19.9289,21.36688,19.59193,19.73848,19.16023,18.67227
JANJIKNC_03195 S-(hydroxymethyl)mycothiol dehydrogenase,19.12695,18.67738,17.86606,19.44128,20.49003,19.58775,24.75113,25.09848,24.01742,19.41137,19.4852,20.27337,19.2032,19.26035,19.87482
JANJIKNC_03196 hypothetical protein,19.20802,18.75552,19.28708,18.74179,19.80492,18.95291,23.90463,23.16604,24.8469,20.63068,20.41926,20.68356,19.85046,19.54355,19.17846
JANJIKNC_03197 Rhodocoxin reductase,18.63514,18.57999,18.50436,18.37677,20.60424,19.46662,24.03867,24.05986,23.54816,19.72402,19.2253,19.18582,19.08538,19.11169,18.85511
JANJIKNC_03198 Ferredoxin-2,19.32342,18.81755,18.98691,19.12105,20.48109,19.75356,21.54637,20.87298,22.66156,19.59764,19.40299,18.67872,19.3453,19.73499,19.04342
JANJIKNC_03199 Cis-toluene dihydrodiol dehydrogenase,18.71829,18.97261,17.65509,19.54257,20.50093,19.24149,24.72062,24.48573,24.95562,21.24882,21.18089,21.91295,19.33558,19.71257,19.06264
JANJIKNC_03200 hypothetical protein,19.14178,18.21834,18.73712,18.61683,20.46425,19.53913,22.13999,21.65805,22.82102,20.69185,20.20453,18.55278,19.18202,18.59824,17.35303
"JANJIKNC_03201 Biphenyl 2,3-dioxygenase subunit beta",19.44099,19.1525,19.48405,20.14995,20.22156,19.88461,26.19406,25.54112,26.32041,23.04785,23.47296,22.56263,19.64756,18.84705,19.19886
"JANJIKNC_03202 Biphenyl 2,3-dioxygenase subunit alpha",19.04686,19.55493,19.11555,19.36156,19.97935,18.99357,25.03229,24.06595,24.47073,20.66752,19.82042,20.27496,19.58439,19.77469,19.16654
JANJIKNC_03203 Pectin degradation repressor protein KdgR,18.87813,19.23663,19.37492,19.07155,20.34746,18.85304,23.51857,21.15023,24.08253,19.45719,19.90707,19.72896,19.67219,19.57041,19.03773
"JANJIKNC_03205 Protocatechuate 3,4-dioxygenase beta chain",18.75919,19.02014,18.46591,19.23621,20.56797,19.99587,23.35877,22.96213,23.01674,18.93472,20.22608,19.51695,18.31995,19.41954,19.10747
"JANJIKNC_03206 Protocatechuate 3,4-dioxygenase alpha chain",19.38412,18.4573,18.69379,19.33992,21.02879,18.54863,24.46189,23.60738,23.65031,19.93546,18.68662,19.48915,19.45978,18.74047,18.94374
"JANJIKNC_03207 3-carboxy-cis,cis-muconate cycloisomerase",19.2125,18.72048,19.265,18.56015,20.46641,19.5724,21.93387,21.41054,21.34554,19.95724,19.70371,19.66593,18.45149,18.49293,19.09459
JANJIKNC_03208 3-oxoadipate enol-lactonase 2,18.45867,18.80437,20.06907,19.71878,20.40538,19.95016,24.97688,25.5807,25.89148,20.66266,19.42797,19.7232,19.73602,18.93645,19.69524
JANJIKNC_03209 3-oxoadipate CoA-transferase subunit A,18.56833,18.59323,19.09486,19.32762,20.55993,19.33051,25.03905,24.59035,24.79203,20.34118,19.50084,19.39276,20.41221,19.56638,19.30727
JANJIKNC_03210 3-oxoadipate CoA-transferase subunit B,18.91176,18.63921,18.45891,19.13297,19.93154,19.50755,22.69642,22.37639,21.993,19.87981,19.93004,19.64967,19.69254,19.19955,18.68425
JANJIKNC_03217 Putative cytochrome P450 YjiB,20.01373,20.54208,19.86006,19.91598,20.28467,19.80171,18.71816,18.64329,18.9815,19.05807,19.82457,19.96885,18.70606,19.65791,19.18594
JANJIKNC_03233 hypothetical protein,18.20404,19.09188,18.18538,19.49548,20.08398,18.42763,18.94295,19.12161,18.00591,19.91651,19.73344,19.88996,18.99345,19.23585,19.2415
JANJIKNC_03237 hypothetical protein,18.43177,19.46622,18.75101,19.17999,20.49053,20.05871,20.09442,19.94449,19.40881,18.66882,19.44678,19.38862,19.02969,20.27042,18.76647
JANJIKNC_03238 Lipoprotein LprN,19.11092,18.59052,19.63756,18.84479,20.41057,18.73303,22.12733,21.99169,21.83098,20.05902,20.48413,20.177,18.66008,19.56709,18.85114
JANJIKNC_03239 hypothetical protein,18.93928,18.98859,19.17629,19.43735,19.90403,19.02409,19.55964,18.28879,19.52256,19.9653,18.94836,19.71487,19.88103,18.94385,18.92906
JANJIKNC_03255 Aminopeptidase N,18.22523,21.46508,20.81222,19.26958,20.46972,19.3222,22.17469,22.44099,21.7942,20.09755,19.89314,19.34148,21.15592,21.64223,21.5306
JANJIKNC_03257 putative protein/MSMEI_4575,23.49253,23.25234,23.2981,22.9243,22.60193,21.75902,23.4902,23.23414,24.11283,22.53012,23.32402,22.27628,23.4148,23.82687,23.24436
JANJIKNC_03265 Energy-dependent translational throttle protein EttA,18.52834,18.67026,17.65936,19.2678,20.3309,21.70961,21.29569,21.38832,21.08673,19.32767,20.31463,18.75359,19.92471,18.57514,19.51409
JANJIKNC_03268 Glycerol-3-phosphate acyltransferase,21.59099,21.91393,21.45809,20.02031,20.67059,20.8783,18.18558,18.07769,18.37972,18.473,19.48288,20.08973,18.28946,19.58641,19.70857
JANJIKNC_03269 Phosphoserine phosphatase SerB1,23.55415,23.60818,23.55239,19.1847,20.71806,18.5774,18.08417,18.2522,18.10835,19.79332,19.38048,20.59575,19.78646,18.7484,19.87926
JANJIKNC_03273 Universal stress protein,23.77415,23.69859,23.80272,23.20663,23.10934,22.33998,22.50213,22.18794,22.00391,22.8155,23.14317,23.07982,23.2764,23.25338,23.24189
JANJIKNC_03333 Acyl-CoA dehydrogenase,18.7634,18.68629,18.64732,19.92582,20.62907,19.58525,18.66059,18.41204,19.07258,19.00977,19.75772,20.11771,19.049,20.11167,19.03779
JANJIKNC_03363 Putative acyl-CoA dehydrogenase FadE17,18.99701,20.68037,19.3104,19.62289,20.94938,19.10025,20.83074,20.77764,21.1887,18.98137,19.51275,19.49197,20.99466,19.09264,21.06467
JANJIKNC_03364 Acyl-CoA dehydrogenase,19.05493,20.58637,17.87667,19.20349,20.54563,20.40847,21.86918,22.15081,22.82997,19.78388,19.02461,20.13651,19.87892,18.74313,20.88651
JANJIKNC_03368 putative protein/MSMEI_6344,19.13299,18.5586,18.95468,19.91426,20.03826,19.26058,19.43947,19.44034,20.2287,19.43195,19.97594,19.17682,19.12306,19.40921,19.37969
JANJIKNC_03417 hypothetical protein,21.59878,21.46742,21.64548,19.29363,20.9332,19.41112,21.3978,21.28732,21.40971,19.92338,21.42716,21.59678,21.32811,18.34643,20.72284
JANJIKNC_03426 Diacylglycerol acyltransferase/mycolyltransferase Ag85B,19.54806,18.54684,17.97105,19.41647,21.30296,19.71583,19.5518,20.14146,20.10917,19.97349,19.08126,20.01028,19.79439,19.19472,19.41451
JANJIKNC_03432 Acyl-CoA dehydrogenase FadE34,20.80317,20.58564,20.53203,19.77477,20.25967,20.28325,20.9276,20.80758,21.1332,19.55598,21.63023,19.143,19.49489,18.13309,18.80239
"JANJIKNC_03444 Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2",18.89851,19.4029,19.51507,19.27638,20.04083,19.3278,20.37698,20.01045,20.54802,19.63982,18.88495,19.59666,19.16101,18.93606,18.6716
JANJIKNC_03446 Butyryl-CoA dehydrogenase,21.08226,22.25491,21.58238,21.21662,20.51415,21.78197,22.99681,23.06387,22.95082,20.06555,19.86592,19.79472,19.17033,21.12395,21.22494
JANJIKNC_03457 putative protein,23.26256,22.71984,23.09309,18.67984,20.43816,19.64351,22.08378,21.47214,21.39624,19.85367,19.92263,19.15391,22.08732,19.30359,22.77746
JANJIKNC_03458 3-ketoacyl-CoA thiolase FadI,19.42097,19.59383,19.68355,19.13839,20.64277,20.05374,19.50756,18.87454,19.24481,19.12574,19.05367,20.22765,19.4819,19.60765,18.97619
JANJIKNC_03459 3-oxoacyl-[acyl-carrier-protein] reductase FabG,26.16626,26.09599,26.16904,26.06919,25.56288,25.27359,26.22465,25.80122,26.32206,25.60597,25.68247,25.79731,26.79526,26.65144,26.5661
JANJIKNC_03460 hypothetical protein,21.57948,21.59099,21.07307,21.83842,20.46143,21.82749,22.43245,21.95901,21.72954,21.08887,21.09352,18.53165,22.47006,21.31866,22.47571
JANJIKNC_03464 Mitomycin biosynthesis 6-O-methyltransferase,22.69215,22.25598,22.22668,22.70609,21.30945,22.44859,23.44392,23.42188,23.42124,22.62,23.128,23.18642,23.18775,23.19405,23.52049
JANJIKNC_03466 Beta-hexosaminidase,20.40447,20.72559,18.53441,18.91207,20.99823,20.38321,21.21478,21.40956,22.04063,21.1622,21.46717,20.93855,20.78676,21.48532,21.27628
JANJIKNC_03476 Porin PorA,18.45879,18.83192,18.49474,19.46516,21.72925,22.98768,22.49221,22.26324,21.31849,19.00807,20.52449,19.88862,19.65653,18.92482,20.81777
JANJIKNC_03486 putative protein,19.3231,18.88572,18.97744,19.30262,20.28868,18.98275,19.41152,19.34297,19.80206,19.05944,19.21655,19.30575,18.74404,19.76646,19.05899
JANJIKNC_03508 2-haloacrylate reductase,22.30583,21.60553,22.05454,23.57161,20.11365,21.73863,24.11585,23.87661,22.16883,18.43436,19.08746,19.59553,19.03398,19.04841,23.19364
JANJIKNC_03512 Putative diacyglycerol O-acyltransferase,22.83617,22.72293,22.86372,22.29457,20.96503,22.33017,18.93178,19.15098,21.26081,21.24766,21.61849,21.69298,22.4287,22.19934,22.19021
JANJIKNC_03516 Carboxylesterase NlhH,22.43962,22.26939,22.49255,19.54964,21.12775,21.70662,21.39362,21.30969,21.87076,22.25943,22.51999,22.19779,22.29541,22.07936,22.0427
JANJIKNC_03604 hypothetical protein,19.9379,20.12906,20.05933,20.5781,20.21294,21.02472,20.15549,20.85628,19.39645,19.30637,19.89086,19.14414,20.74517,19.49361,20.12805
JANJIKNC_03613 Cell division ATP-binding protein FtsE,23.73024,23.61639,23.58038,23.46576,22.96519,23.48198,24.60496,24.0966,24.37968,23.55882,23.91251,23.91944,24.47525,24.28404,24.10109
JANJIKNC_03623 Caffeyl-CoA reductase-Etf complex subunit CarC,19.09256,18.72956,18.88725,19.28279,19.72966,19.22969,21.8567,21.94981,21.56779,20.29307,18.93498,20.40653,18.5762,19.70187,18.18164
JANJIKNC_03625 Diacylglycerol acyltransferase/mycolyltransferase Ag85B,24.33831,23.68368,24.1715,24.52958,24.7571,24.72822,23.8783,23.82852,24.06349,24.38001,24.64938,23.74796,24.3505,24.00265,24.62533
JANJIKNC_03634 Caffeyl-CoA reductase-Etf complex subunit CarC,19.86156,19.53406,19.88938,19.8809,20.41159,19.16791,19.26426,19.70572,18.98504,19.21941,19.07284,19.4895,19.23202,18.68824,18.9046
JANJIKNC_03645 Phosphoenolpyruvate carboxykinase [GTP],20.67418,20.39927,20.84973,20.48768,19.73859,21.30558,22.519,22.31471,21.98273,20.14326,20.1618,21.14115,18.88051,21.07379,21.21531
