Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_04094 Protein QmcA,27.21937,26.56934,26.43454,29.63604,30.47005,30.04674,29.5871,29.90785,29.34196,29.3068,28.90707,29.23133,28.78438,29.03199,29.52131
BDBJPGFE_04099 1-acyl-sn-glycerol-3-phosphate acyltransferase,25.19374,25.07378,25.25274,24.63412,25.81393,23.86671,25.60557,24.67772,25.05908,25.14946,24.6797,24.0668,25.11384,24.11418,23.79488
BDBJPGFE_04102 Single-stranded DNA-binding protein,30.47682,30.52962,30.11322,29.58337,29.47972,29.20858,29.87827,30.0922,30.04765,30.24195,30.19484,30.13235,29.7916,29.9556,29.83015
BDBJPGFE_04104 UvrABC system protein A,29.43792,28.90521,29.31084,28.07035,27.28021,27.48999,27.6762,27.82754,27.56282,27.79885,27.94224,27.94341,27.70108,27.78843,27.62331
BDBJPGFE_04105 Transcriptional activator protein Anr,27.22159,26.56915,26.71607,26.26392,24.58969,24.35043,24.7478,24.61008,26.5221,23.60911,25.60675,26.48725,24.55196,24.09356,24.63834
BDBJPGFE_04106 hypothetical protein,27.50165,27.35237,27.20107,25.36813,22.73916,25.29898,24.79346,24.83257,22.85576,24.58501,26.42328,25.10297,24.31767,24.46852,23.20075
BDBJPGFE_04107 Vitamin B12-dependent ribonucleoside-diphosphate reductase,29.03682,29.71651,29.15641,23.63693,25.39034,25.77727,24.72396,26.24372,27.51104,26.55915,26.92649,27.12741,27.25368,27.31726,27.09436
BDBJPGFE_04108 hypothetical protein,24.90793,24.83543,24.97364,24.59728,25.41779,23.83152,23.9553,24.44219,24.46139,24.3917,24.60435,24.47637,24.82155,23.86706,22.9756
BDBJPGFE_04111 Chemotaxis protein PomA,24.95735,24.91379,25.20944,24.85269,25.20856,24.23675,24.9889,24.39306,24.43732,24.692,24.65111,23.8396,26.28523,25.99715,25.40441
BDBJPGFE_04112 RNA polymerase sigma factor FliA,25.48105,25.34719,25.27647,25.17796,23.63095,23.9461,24.72234,25.22548,25.33982,24.62917,24.76991,24.78746,24.63073,24.74265,24.66335
BDBJPGFE_04115 Flagellar biosynthesis protein FlhF,28.46797,29.36822,28.50529,25.26252,25.18877,26.49618,24.81343,24.33989,26.0128,25.63973,25.99854,24.85186,25.52313,24.87966,25.61686
BDBJPGFE_04116 Flagellar biosynthesis protein FlhA,24.87465,24.88711,24.33858,23.9715,25.37192,23.94289,23.71058,25.50198,25.55202,24.65678,24.1929,24.26256,24.82367,25.22584,24.52827
BDBJPGFE_04118 Protein phosphatase CheZ,28.76047,28.62488,29.00284,26.43157,26.41392,26.56879,26.71764,27.14151,26.94213,27.57982,26.88215,27.07276,26.17307,27.32723,27.19714
BDBJPGFE_04119 Chemotaxis protein CheY,29.28403,29.05572,29.20217,24.33134,24.51537,24.11295,27.48439,27.13536,27.5372,28.12588,28.46264,28.14277,25.37521,27.86142,28.12031
BDBJPGFE_04120 Methyl-accepting chemotaxis protein III,30.21338,29.94893,29.8183,28.76875,28.82363,29.04273,29.40286,29.39534,29.61483,29.64194,29.49293,29.38622,29.36647,29.19866,29.25771
BDBJPGFE_04121 Chemotaxis response regulator protein-glutamate methylesterase,29.33484,29.26258,29.082,24.60439,25.55177,24.41754,26.97115,25.72009,26.35647,27.18329,25.2333,27.93882,28.01409,27.5674,26.60569
BDBJPGFE_04122 Chemotaxis protein methyltransferase,27.47816,27.66234,27.31519,26.17845,26.20734,24.45522,26.96268,27.13643,27.05362,26.94313,27.15808,27.01563,26.63492,27.10029,26.99992
BDBJPGFE_04123 Methyl-accepting chemotaxis protein III,31.89352,31.91965,31.72021,30.10412,29.51856,29.96912,31.07928,30.97035,31.02366,31.26103,31.14692,31.24053,30.93319,31.12651,31.06997
BDBJPGFE_04124 Methyl-accepting chemotaxis protein I,29.37167,29.47474,29.41915,28.19451,28.17584,28.17826,28.85457,28.68619,28.90032,29.10545,28.7714,28.81864,28.65758,28.8052,28.73344
BDBJPGFE_04125 Chemotaxis protein CheW,27.16787,27.24708,27.52388,27.34342,27.58728,27.79154,27.56296,26.94112,27.57528,25.32326,28.11788,27.55896,27.63076,28.23544,27.81403
BDBJPGFE_04126 Chemotaxis protein CheA,31.74057,32.06802,31.61671,30.258,30.01252,30.34287,31.09308,31.03963,30.99981,31.06169,31.08354,31.16201,30.74487,30.91663,30.85423
BDBJPGFE_04127 Motility protein B,26.84769,27.03223,26.92536,24.762,27.13927,27.08972,27.57665,27.50461,27.25701,25.19779,27.23945,27.32277,27.35195,24.53432,27.32105
BDBJPGFE_04128 Motility protein A,27.39338,27.80458,27.29457,24.37336,27.69465,24.6494,29.03157,28.37919,28.63851,27.74105,28.20611,28.33807,27.86118,27.69664,28.19981
BDBJPGFE_04132 hypothetical protein,26.09217,26.11072,25.94956,25.00618,23.5724,25.74362,25.13383,25.34261,24.05973,24.50738,24.02365,23.69254,25.99514,24.59313,25.55966
BDBJPGFE_04135 Cyclic di-GMP phosphodiesterase,28.20336,27.7413,28.29193,26.22361,25.94753,25.28146,27.62087,25.99174,26.92626,27.36745,27.53675,26.99378,25.97845,27.57152,27.18537
BDBJPGFE_04136 hypothetical protein,25.85236,25.66224,25.94682,24.09961,24.42138,25.82971,24.37883,24.02399,24.50089,25.30568,24.47968,23.72262,23.55408,24.86742,24.80677
BDBJPGFE_04138 Flagellar M-ring protein,28.6431,28.46279,28.0167,26.94213,26.03827,25.53564,27.80999,27.55538,27.8818,27.51841,27.83912,28.05703,27.51555,27.40186,27.44387
BDBJPGFE_04139 Flagellar motor switch protein FliG,24.44493,24.7545,24.35803,24.69349,24.72904,25.37216,26.188,24.26693,23.82559,23.92023,23.41403,23.00496,26.15894,24.50136,24.96346
BDBJPGFE_04141 Flagellum-specific ATP synthase,25.5786,25.71259,25.57158,24.93335,24.432,25.63025,25.99046,24.51007,25.33674,24.88251,23.90828,25.44667,25.0062,25.22528,24.74489
BDBJPGFE_04144 hypothetical protein,28.05734,28.26468,27.48447,23.81491,24.98672,24.34352,23.208,25.4053,24.25374,25.34259,25.10113,25.00811,25.67443,25.1576,24.66477
BDBJPGFE_04145 Flagellar motor switch protein FliM,27.41563,27.07347,26.30103,24.11447,24.83729,25.23605,25.20296,26.07339,25.45591,26.23332,24.30798,26.27382,24.87979,26.42013,26.23035
BDBJPGFE_04146 Flagellar motor switch protein FliN,27.64127,27.77266,27.85585,24.63212,24.9857,24.05237,26.06631,24.45782,25.5277,25.25145,24.16259,25.06987,25.84947,24.3889,24.45584
BDBJPGFE_04151 Flagellar hook-associated protein 3,27.28974,27.31683,27.50779,25.02673,23.75151,25.18642,28.68849,29.94238,28.69942,29.45605,28.44004,29.17086,31.02386,29.58837,29.4103
BDBJPGFE_04152 Flagellar hook-associated protein 1,28.09587,28.13985,28.0143,24.76694,24.59312,25.5867,29.10537,29.7128,29.05012,29.30134,28.77417,28.86827,30.71465,29.51296,29.68669
BDBJPGFE_04154 Flagellar P-ring protein,24.64229,24.62812,24.28743,23.69636,25.00734,25.12658,24.10933,24.72347,24.40779,24.70862,23.99106,25.15208,25.15184,24.28628,24.25702
BDBJPGFE_04155 Flagellar L-ring protein,25.75756,25.93443,25.9623,24.95439,25.56966,25.94065,24.64001,24.99987,23.79744,24.41245,23.83715,25.15112,25.53498,24.92867,24.19815
BDBJPGFE_04158 Flagellar hook protein FlgE,29.72459,29.75478,29.52785,29.049,29.07391,28.64334,30.19143,30.06689,30.17248,30.04296,30.02499,30.22619,30.37648,29.71535,29.98807
BDBJPGFE_04159 Basal-body rod modification protein FlgD,25.52139,25.65701,25.64669,24.28223,24.7117,25.11905,24.37992,25.87613,24.13431,25.06915,25.28922,23.47165,24.15047,23.88661,24.39675
BDBJPGFE_04175 hypothetical protein,26.17592,25.82131,26.22696,24.0128,25.02274,24.52306,24.27851,25.6493,25.46086,25.20933,24.86717,25.00744,23.97296,25.35938,25.10849
BDBJPGFE_04176 Ferrichrome outer membrane transporter/phage receptor,29.88087,30.42412,30.32549,31.78254,31.64268,31.63577,32.23126,32.02851,32.17197,32.0796,32.18027,32.12691,31.96723,31.95217,32.16561
BDBJPGFE_04190 hypothetical protein,26.94,26.5308,26.55739,23.98524,25.07596,26.65689,24.18633,26.21497,24.98827,23.72204,24.38823,26.00727,24.64235,24.34178,24.29666
BDBJPGFE_04245 Tyrosine--tRNA ligase,30.20268,30.24161,30.02022,29.51038,29.30465,29.26895,29.60698,29.47694,29.73245,29.75229,29.66207,29.52757,29.38866,29.78074,29.60881
BDBJPGFE_04249 Pyridoxal phosphate homeostasis protein,26.29314,26.2379,26.22909,25.82932,26.63367,26.48609,25.14573,24.16627,25.59804,24.68758,25.25904,24.23108,24.49941,24.54147,25.41905
BDBJPGFE_04250 Pyrroline-5-carboxylate reductase,28.39922,28.28189,28.13971,26.18715,25.34519,24.67625,26.14069,24.89675,24.35251,26.09852,26.24712,25.88481,25.82525,24.99296,26.70688
BDBJPGFE_04251 hypothetical protein,27.08243,27.0102,26.38016,25.06122,27.1756,25.67135,27.66302,24.47807,27.90403,23.04952,24.23688,27.67263,27.50256,27.54082,28.02591
BDBJPGFE_04252 Homoserine O-succinyltransferase,26.17411,26.19058,26.54981,26.40475,24.29775,25.52717,24.60132,24.33529,25.4294,24.83034,26.67411,25.01342,24.85744,25.52749,26.17501
BDBJPGFE_04256 Aspartate aminotransferase,25.76918,25.43473,25.61074,25.95985,25.66785,24.3484,24.73824,25.47989,24.60949,23.90109,23.87572,24.98763,24.99599,24.51019,25.0246
BDBJPGFE_04257 RNA polymerase-binding transcription factor DksA,25.97559,25.86205,26.03708,24.24463,24.21802,25.80955,24.99278,23.64455,25.21334,23.96893,24.61558,24.63807,25.00865,23.85864,25.35986
BDBJPGFE_04262 Poly(A) polymerase I,27.78519,27.53267,27.8639,26.79897,27.54385,26.79538,27.56071,27.244,27.73854,28.17541,27.92937,27.89041,27.74612,27.6194,28.04526
BDBJPGFE_04264 3-methyl-2-oxobutanoate hydroxymethyltransferase,26.45515,26.73273,26.36357,25.62076,25.08613,24.70677,27.105,25.19122,24.27229,24.38164,24.95624,23.77285,24.75805,25.69058,26.64113
BDBJPGFE_04265 Pantothenate synthetase,26.04185,25.95473,26.23593,24.62892,25.83649,25.33035,24.96126,24.82755,26.27705,24.70515,26.1289,25.08607,26.44093,25.70946,26.00397
BDBJPGFE_04267 Acetyl-CoA acetyltransferase,31.60311,31.63361,31.44223,31.18459,30.92705,31.02907,30.86437,31.07176,30.96023,30.93171,30.7543,30.71588,30.78136,30.82168,30.89887
BDBJPGFE_04275 Polyribonucleotide nucleotidyltransferase,32.20845,32.10512,31.91167,31.14431,30.97261,30.73683,31.16171,30.86038,31.0944,31.24252,31.16393,31.10961,30.86053,31.30046,31.22343
BDBJPGFE_04276 30S ribosomal protein S15,28.68742,29.01382,28.87103,27.61154,28.18764,24.8778,27.34883,26.74471,27.49526,27.37103,27.93832,28.24921,27.81097,27.4342,27.05424
BDBJPGFE_04278 30S ribosome-binding factor,25.99776,26.10007,25.41774,25.28877,25.0521,25.76358,24.37863,25.08578,24.48303,25.17204,25.0781,25.31334,25.63491,25.61636,25.21152
BDBJPGFE_04279 Translation initiation factor IF-2,31.61347,31.83025,31.55247,31.18009,31.58414,31.43181,31.42887,31.62845,31.30296,31.3819,31.80924,31.74627,31.92811,31.67367,31.58029
BDBJPGFE_04280 Transcription termination/antitermination protein NusA,30.62906,30.37772,30.26696,30.30193,30.32217,30.10337,30.26975,30.05569,30.02366,30.21512,29.97555,30.11917,29.95449,30.00999,30.16818
BDBJPGFE_04281 Ribosome maturation factor RimP,25.87708,25.00672,25.39895,23.64153,24.56714,26.58512,23.95384,24.19136,24.41442,25.2285,24.69349,24.83364,24.32349,25.09748,24.22149
BDBJPGFE_04284 Protein-export membrane protein SecG,28.30956,27.91735,28.24018,25.05906,28.6188,28.87804,28.60145,28.25341,24.92386,28.15127,28.33731,28.28025,28.83201,24.09368,28.96881
BDBJPGFE_04285 Triosephosphate isomerase,28.10609,27.72475,27.81329,27.26329,26.15389,24.08132,26.64609,26.43841,26.10548,26.79662,26.92184,26.85828,26.52097,27.27498,27.10629
BDBJPGFE_04286 Phosphoglucosamine mutase,27.89319,27.76894,27.54694,24.90102,25.66146,23.87405,24.36283,25.26445,24.58558,24.24251,22.90709,24.24377,25.47917,23.83437,24.06474
BDBJPGFE_04287 Dihydropteroate synthase,26.09901,26.46672,26.21048,24.69965,24.71805,24.88544,25.13104,24.2344,22.94335,24.84685,24.50379,24.87394,24.70085,23.93598,24.26535
BDBJPGFE_04288 ATP-dependent zinc metalloprotease FtsH,31.16165,31.15479,30.93972,29.90211,29.5483,29.28582,29.8828,29.63967,29.90498,29.406,29.63494,29.66883,29.39615,29.3927,29.45266
BDBJPGFE_04290 RNA-binding protein,26.27634,26.00492,26.10159,24.55307,25.05287,25.80565,25.23442,24.28897,23.29911,24.43363,24.66883,24.8279,24.78765,23.86711,24.79119
BDBJPGFE_04291 Transcription elongation factor GreA,28.19967,28.20121,28.0928,27.33211,27.53445,24.09036,27.46824,25.01152,25.14842,27.2369,26.31271,27.39223,26.75455,27.19573,27.50552
BDBJPGFE_04292 Carbamoyl-phosphate synthase large chain,31.27253,31.55801,30.99799,30.40598,30.12337,29.84256,30.3286,30.23238,30.23968,30.16674,30.42081,30.27042,30.39028,30.38061,30.16135
BDBJPGFE_04293 Carbamoyl-phosphate synthase small chain,27.23187,27.35102,27.43038,26.94201,26.00455,26.53331,26.80858,26.59106,27.20313,27.11674,27.03234,26.61905,26.84661,26.62673,26.68886
BDBJPGFE_04295 hypothetical protein,25.16273,25.50933,25.07378,24.78898,24.70139,24.92875,25.20284,25.37202,23.9652,24.71409,23.5531,24.11697,24.79183,23.41356,24.32689
BDBJPGFE_04296 4-hydroxy-tetrahydrodipicolinate reductase,28.82684,29.35029,29.22133,27.55486,26.01827,26.88832,26.27838,25.51023,26.80489,26.31135,26.33067,26.0047,25.07443,25.07859,25.28528
BDBJPGFE_04298 Vitamin B12-binding protein,25.86816,26.6345,27.19995,25.37977,25.62816,25.23389,26.28005,24.83657,25.15823,26.53438,26.50631,26.49997,25.36096,25.53875,25.63618
BDBJPGFE_04302 Chaperone protein DnaJ,28.64392,28.0775,28.06933,28.11431,28.19249,24.15954,27.70134,27.9818,28.1034,28.05992,27.73551,27.21679,27.31959,27.80088,27.85007
BDBJPGFE_04303 Chaperone protein DnaK,32.95026,32.86858,32.68012,32.51946,32.3819,32.60269,32.66255,32.40664,32.52122,32.62174,32.76495,32.5645,32.41546,32.66579,32.72625
BDBJPGFE_04304 Protein GrpE,27.67182,27.36736,27.53831,26.60611,25.87504,26.56612,24.71776,26.68351,26.69086,26.46493,27.03234,26.58047,24.58456,25.13374,27.04729
BDBJPGFE_04305 DNA repair protein RecN,25.81582,25.39005,25.2844,23.82138,24.76141,25.62514,24.93419,24.90413,24.67113,24.15544,24.69808,24.40813,25.82129,24.17174,23.90994
BDBJPGFE_04306 Ferric uptake regulation protein,27.78238,27.48593,27.73176,27.95033,25.47772,24.40169,24.16648,25.33728,24.00484,27.59235,24.14855,25.02312,25.26244,27.84074,27.01861
BDBJPGFE_04307 Outer membrane protein assembly factor BamE,28.59438,28.19517,28.08497,28.50306,28.30147,28.13678,28.10595,27.49404,28.106,27.74682,27.3238,27.8543,27.4178,27.59733,27.91696
BDBJPGFE_04309 Persistence and stress-resistance toxin PasT,25.64883,25.21753,25.69734,24.99127,24.41797,25.24118,25.75325,24.62346,24.14045,24.65368,25.31527,25.38979,24.24309,24.14864,24.87103
BDBJPGFE_04310 SsrA-binding protein,25.2727,25.285,25.70121,23.62708,24.65098,25.79669,24.00146,25.2028,23.58876,24.46169,26.01762,24.51621,25.02543,25.23782,24.92071
BDBJPGFE_04314 hypothetical protein,27.47421,28.02644,27.70537,26.88367,24.92088,25.05042,27.61681,27.22995,27.09949,27.3256,26.47795,27.10299,26.67627,27.08426,26.58578
BDBJPGFE_04352 Methyl-accepting chemotaxis protein II,26.50596,26.56654,25.70578,24.75151,25.4488,25.53546,27.12445,26.68204,26.77203,26.87173,26.51926,26.62659,25.63469,26.2583,26.86762
BDBJPGFE_04392 4-hydroxy-tetrahydrodipicolinate synthase,27.71175,27.90483,27.78731,24.23063,24.91435,23.8886,24.09667,25.47303,24.52607,24.18216,24.30075,26.33038,24.60369,26.59534,26.5148
BDBJPGFE_04400 3-hydroxyadipyl-CoA dehydrogenase,27.82347,27.63796,27.81641,24.73665,24.92108,26.27677,25.09414,26.34582,24.53426,26.59235,24.73023,24.14311,26.55751,25.47237,25.44367
"BDBJPGFE_04401 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",25.75343,25.34364,25.08111,25.17958,23.19474,23.6451,23.89428,24.95465,24.66765,25.67304,24.62641,24.81206,24.79923,24.27407,24.35494
BDBJPGFE_04402 HTH-type transcriptional regulator TsaQ1/TsaQ2,25.16139,24.85072,25.19851,24.71291,25.63273,25.17997,24.99534,25.13213,23.85796,24.01684,24.39685,24.46908,25.51776,24.49053,25.34954
BDBJPGFE_04405 hypothetical protein,23.46663,23.20681,23.59343,24.05201,25.43651,24.78139,25.92138,24.85825,24.31372,24.84369,23.84276,23.71295,24.73711,25.11932,23.23201
BDBJPGFE_04406 hypothetical protein,24.69163,24.70599,24.51196,24.06209,24.93278,25.46481,24.07919,25.30541,24.80364,24.99709,23.85066,23.8802,25.69604,24.18726,25.27202
BDBJPGFE_04408 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,30.01664,30.29198,30.20897,31.80724,31.51911,31.67573,30.01052,30.02697,30.04947,29.85651,29.96637,30.02525,29.75124,30.02022,29.87212
BDBJPGFE_04409 2-oxoisovalerate dehydrogenase subunit beta,28.71404,28.97282,29.06443,32.27256,32.26623,32.47878,29.63121,30.37379,30.23945,30.23581,29.69297,29.48675,30.00491,29.88412,30.05814
BDBJPGFE_04410 2-oxoisovalerate dehydrogenase subunit alpha,28.52006,28.46642,28.55457,31.21373,30.23558,30.64804,29.11652,28.89937,29.19608,29.03118,28.97984,28.93047,28.74111,29.06245,28.6452
BDBJPGFE_04415 Cysteine--tRNA ligase,29.08007,30.24207,29.0306,27.36261,26.23199,25.52453,27.4299,27.38805,26.74689,26.6432,27.10759,26.94525,24.45237,27.27622,26.04329
BDBJPGFE_04416 Glutamine--tRNA ligase,30.6995,30.84685,30.42852,29.54593,29.067,28.8102,29.16792,29.20375,29.52416,29.0007,29.21716,29.28685,28.59786,29.10047,29.18962
BDBJPGFE_04418 Peptidyl-prolyl cis-trans isomerase B,28.07291,27.67775,27.92122,25.22744,25.43381,25.3948,25.1945,24.98193,23.87928,24.7194,23.87815,23.89481,24.27351,23.76799,24.19561
"BDBJPGFE_04419 UDP-2,3-diacylglucosamine hydrolase",25.23798,24.89421,25.81634,25.24959,25.62656,24.81821,23.62564,24.35355,25.55008,24.67439,24.2544,23.90047,25.40216,24.45505,23.15913
BDBJPGFE_04420 Peptidyl-prolyl cis-trans isomerase D,30.00985,29.80988,29.86994,30.19249,30.24309,30.08297,29.94838,29.88134,29.86136,29.83676,29.87587,29.86756,29.84822,29.77535,29.95643
BDBJPGFE_04421 DNA-binding protein HU-beta,32.61962,31.69735,31.96963,30.86031,31.12977,31.01099,31.18884,31.39637,31.33469,31.90824,31.90279,31.96451,31.2793,31.96846,32.04534
BDBJPGFE_04422 Lon protease,29.8256,29.94712,28.89227,26.78494,26.46576,24.87258,27.75755,26.76408,27.20546,27.0703,27.37518,27.33688,24.19359,27.58441,27.47057
BDBJPGFE_04423 ATP-dependent Clp protease ATP-binding subunit ClpX,29.51852,29.77811,29.89966,25.12005,25.19289,24.48591,25.12739,26.68258,24.561,25.19683,26.52538,24.79267,25.35357,25.66355,23.61949
BDBJPGFE_04424 ATP-dependent Clp protease proteolytic subunit,29.45111,29.32159,29.22844,28.21215,28.03931,28.19761,28.07429,27.90162,28.27177,28.51412,28.08866,28.32655,28.25264,28.34443,28.24862
BDBJPGFE_04425 Trigger factor,33.20087,33.3028,33.18427,32.28383,32.18993,32.15973,32.01185,32.04482,31.93308,32.07721,32.23361,32.14835,31.77148,31.97842,32.12743
BDBJPGFE_04427 putative protein,24.74319,24.80174,24.92859,24.82464,25.46976,25.08834,25.35532,23.88149,24.18412,25.17995,25.24087,24.51879,24.65643,23.88955,25.0793
BDBJPGFE_04429 Integration host factor subunit alpha,29.6249,29.60359,29.56487,28.90472,28.55446,28.5979,29.13127,28.82953,28.89949,28.48639,28.89574,29.32382,28.19761,29.00849,29.03139
BDBJPGFE_04430 Phenylalanine--tRNA ligase beta subunit,30.55087,30.51869,30.27253,29.23697,28.81714,29.3413,29.23341,29.06057,29.35506,29.5033,29.39403,29.2653,29.04687,29.5751,29.42166
BDBJPGFE_04431 Phenylalanine--tRNA ligase alpha subunit,28.73712,28.44865,28.47243,27.39239,25.74822,23.93288,26.83437,26.4179,27.04843,27.63824,27.31614,26.97202,24.49473,27.67027,26.8565
BDBJPGFE_04432 50S ribosomal protein L20,29.6349,30.04466,30.04544,27.96097,28.35792,28.02876,29.58681,29.51235,29.39043,27.58885,28.57834,28.70543,28.8458,29.23654,29.58305
BDBJPGFE_04434 Translation initiation factor IF-3,30.52272,30.44075,30.50569,29.91428,30.02459,29.73151,29.87056,29.77088,29.72011,29.80558,29.93944,30.29625,29.51435,29.81375,29.82267
BDBJPGFE_04435 Threonine--tRNA ligase,30.73328,31.04355,30.64332,29.61376,29.02736,29.10874,29.55382,28.91573,29.43968,29.11411,29.35336,29.38255,28.80474,29.72421,29.38585
BDBJPGFE_04436 Outer membrane porin F,33.92424,34.38065,33.9915,34.47689,34.30103,33.73731,34.3738,34.43179,34.46745,34.07447,34.01472,34.09049,33.59602,33.94315,33.88285
BDBJPGFE_04437 hypothetical protein,25.06447,24.94677,25.37053,23.96525,25.11485,25.34694,23.87224,24.18239,25.21498,24.33267,23.95179,23.94027,26.43822,24.75161,25.54079
BDBJPGFE_04446 Cytochrome c oxidase subunit 2,27.23663,27.238,27.23004,27.56725,28.01404,27.57239,27.73783,27.5679,27.60364,27.85311,28.36786,27.73738,27.53044,27.49205,27.87713
BDBJPGFE_04451 Nicotinate dehydrogenase FAD-subunit,24.43161,24.69386,25.23301,27.1755,26.85317,26.8546,26.46465,26.55368,26.74368,26.17691,25.42206,26.18948,25.70907,26.27549,27.0624
BDBJPGFE_04461 Solute-binding protein,25.38354,26.28072,25.38926,26.42856,27.17826,27.20909,27.00903,24.35611,26.87479,26.82165,26.79427,26.22282,24.56882,26.11575,26.61835
BDBJPGFE_04465 putative protein,26.72559,26.22788,26.76459,25.93155,26.2573,26.29395,24.78921,27.08649,26.77518,27.22793,24.91796,24.41218,26.67384,26.93326,27.06999
BDBJPGFE_04468 Ferrichrome outer membrane transporter/phage receptor,30.63244,30.76604,30.61193,31.02022,30.67901,30.92931,31.39335,31.13877,31.39581,31.46095,31.46665,31.46918,31.22515,31.62331,31.8067
BDBJPGFE_04470 Ferric aerobactin receptor,29.9087,30.03118,29.97062,31.45155,31.62845,31.07865,31.56165,31.47542,31.52855,31.20752,31.54042,31.36818,31.4447,31.1966,31.52421
BDBJPGFE_04481 Nuclease SbcCD subunit C,25.40048,25.21815,25.25057,24.36166,25.31855,24.58082,24.82886,24.30328,24.76976,25.78481,25.54831,23.91254,23.76955,23.95978,23.35726
BDBJPGFE_04482 Inner membrane protein YebE,27.53519,27.49213,28.03517,26.62031,26.09406,24.81585,26.98196,24.6876,26.57073,25.81602,26.6702,26.09806,26.3425,26.6979,27.10959
BDBJPGFE_04487 Putative 3-oxopropanoate dehydrogenase,28.9215,28.6064,28.54304,29.13036,29.34062,29.06643,28.94643,28.77737,29.01563,28.90182,29.0011,28.83455,28.6064,28.96598,28.81626
BDBJPGFE_04489 Cold shock protein ScoF,25.26281,25.47846,25.9322,24.28465,24.31052,25.40333,23.7958,24.6666,24.49349,24.22842,23.46055,24.04015,24.64268,24.75544,24.36139
BDBJPGFE_04491 Carboxylesterase 2,26.6979,26.7758,26.55248,25.55984,24.40273,25.66582,24.80583,24.51119,24.49908,25.16369,24.7506,24.51606,24.52268,24.16582,24.22022
BDBJPGFE_04502 Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,23.84709,24.3646,24.00864,23.83155,26.19258,25.23778,25.34951,24.35416,23.54279,24.76307,24.10455,24.63855,25.0653,24.06939,24.67705
BDBJPGFE_04503 ATP-dependent RNA helicase DbpA,25.58098,25.81866,25.82554,24.68024,24.72603,25.12034,24.31562,24.91806,25.5564,24.27345,24.15823,24.44109,24.86193,24.44774,23.60194
BDBJPGFE_04504 3-deoxy-D-manno-octulosonic acid kinase,26.56443,26.21538,26.25832,25.82946,25.61452,24.60359,26.10027,25.90947,25.96129,26.32086,25.81705,24.21478,25.26147,25.97022,25.93202
BDBJPGFE_05017 Transketolase 1;BDBJPGFE_04505 Transketolase 1,31.65851,31.54246,31.40847,30.2202,30.21651,29.9924,30.67707,30.15545,30.46236,30.30986,30.28604,30.67758,30.14078,30.66805,30.55151
BDBJPGFE_04506 Adenine deaminase,26.8832,27.16327,27.05289,23.92779,25.44371,25.05836,24.66525,23.59727,23.52842,24.14632,23.9821,24.8827,25.75074,24.48844,23.76393
BDBJPGFE_04513 Paraquat-inducible protein B,26.2797,26.33897,26.14307,24.77807,25.72318,25.19397,25.32388,25.0553,25.76832,25.00375,24.45004,26.07488,25.27783,23.96255,24.45745
BDBJPGFE_04514 hypothetical protein,25.28894,25.15796,25.41025,23.90974,24.95863,25.18699,25.10064,24.89571,24.70174,25.25368,24.83583,23.4148,25.77745,24.87136,24.63091
BDBJPGFE_04526 hypothetical protein,28.71509,29.1207,28.66183,29.18381,24.36585,24.6899,24.65193,28.23297,24.36884,23.98182,23.88923,24.76498,25.31083,25.20787,28.73169
BDBJPGFE_04527 hypothetical protein,26.59634,26.73156,26.54363,25.35972,23.35346,25.79272,24.84486,26.36227,24.55701,26.60116,24.44435,26.32093,25.16256,24.92806,24.48359
BDBJPGFE_04528 Aconitate hydratase B,33.76535,33.6563,33.46136,32.04508,31.89019,32.00975,33.15223,33.0066,33.18667,33.08626,33.07721,33.06955,32.84257,33.16809,33.09264
BDBJPGFE_04531 Glutathione hydrolase proenzyme,25.74594,25.99925,25.83997,23.99325,24.27505,24.752,22.75465,24.24273,28.2867,24.87303,23.76281,24.66705,26.1771,27.10129,27.9684
BDBJPGFE_04532 Phosphoenolpyruvate synthase,32.32477,32.4231,32.01082,29.5945,29.12374,29.10722,30.62349,30.97227,30.76683,30.65087,30.71833,30.62871,30.29033,30.6862,30.74943
BDBJPGFE_04533 Phosphoenolpyruvate synthase regulatory protein,26.49043,26.33513,26.25926,24.74095,24.9664,24.30439,25.2295,24.85271,23.69908,24.46325,23.86217,24.66281,26.06583,25.06273,24.54172
BDBJPGFE_04537 putative HTH-type transcriptional regulator YttP,28.24722,28.29509,27.84912,27.00646,25.34728,26.31503,24.83351,27.19892,26.55881,26.8616,27.42342,27.37186,24.69803,27.28198,27.44514
BDBJPGFE_04538 LexA repressor,26.54656,26.48781,26.65349,23.90977,25.35677,25.77726,25.39539,24.96801,24.41718,24.87795,24.17351,24.42355,26.1466,23.8464,23.87309
BDBJPGFE_04540 Formyltetrahydrofolate deformylase,26.00078,25.98385,26.33841,25.91027,24.39989,25.56279,24.36811,24.10165,25.62053,26.06091,25.26764,24.86943,25.63146,25.71062,25.49744
BDBJPGFE_04541 Ribonuclease J,25.22821,25.91932,24.86712,25.12681,25.31741,24.92609,24.40277,25.61444,23.96487,25.04347,24.62836,25.2913,25.73037,24.13179,25.26405
