Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P_mean,PhAc_mean,DBP_mean,DEHP_mean,ATBC_mean,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
JANJIKNC_04669 4-aminobutyrate aminotransferase,21.86287,19.0323,18.683,18.73381,20.39365,18.93812,21.09429,18.24929,17.77999,19.11508,19.44035,19.97721,21.58994,22.66902,21.84192,0.014931661,0.014225084,0.006955027,0.014625405,0.069389692,19.85939,19.35519333,19.04119,19.51088,22.03362667,1.423833255,0.7390218,1.464348622,0.355478921,0.460917199,-0.504196667,-0.8182,-0.34851,2.174236667,-0.314003333,0.155686667,2.678433333,0.679681852,0.601310064,0.753863829,0.109121842,,,,,0.799995019,0.801606639,0.01216657,,,+
JANJIKNC_04671 Carboxylic acid reductase,17.6855,18.23878,19.04019,20.04209,20.85177,19.80389,20.73049,20.73355,21.19045,19.46907,19.64578,20.12796,19.47931,18.91889,18.81752,0.005142261,0.026132175,0.024962595,0.017233311,0.008906937,18.32149,20.23258333,20.88483,19.74760333,19.07190667,0.556133651,0.448500395,0.216109585,0.278460053,0.291035022,1.911093333,2.56334,1.426113333,0.750416667,0.652246667,-0.48498,-1.160676667,0.019387094,0.003707758,0.031591951,0.166148491,+,+,+,,0.137543477,0.263700235,0.037288923,,,+
JANJIKNC_04675 Holliday junction ATP-dependent DNA helicase RuvB,20.81041,20.74172,18.44028,18.41975,20.30461,19.55511,20.71331,20.63414,20.55253,20.16042,18.42437,19.41466,18.53436,20.69905,19.41203,0.016431391,0.014945735,0.020969095,0.012930218,0.012393423,19.99747,19.42649,20.63332667,19.33315,19.54848,1.101456642,0.774846924,0.06564068,0.711079138,0.888982434,-0.57098,0.635856667,-0.66432,-0.44899,1.206836667,-0.09334,0.12199,0.581079559,0.460834493,0.513236489,0.676950066,,,,,0.093191636,0.906170278,0.890766107,,,
JANJIKNC_04679 putative transcriptional regulatory protein/MSMEI_2866,19.02605,20.55637,18.54543,19.31486,20.94348,18.49789,21.69808,21.68701,21.56839,19.87478,19.70914,20.62967,19.4167,20.04717,18.48431,0.01068017,0.016686182,0.04245981,0.021566518,0.010549354,19.37595,19.58541,21.65116,20.07119667,19.31606,0.857435101,1.016571227,0.058701453,0.400648225,0.641991252,0.20946,2.27521,0.695246667,-0.05989,2.06575,0.485786667,-0.26935,0.834648903,0.020053659,0.357527745,0.94077325,,+,,,0.045513988,0.563637703,0.767226455,+,,
JANJIKNC_04686 Pyridoxal 5-phosphate synthase subunit PdxS,23.48308,23.0331,23.33838,23.25624,23.38785,23.04303,23.42739,23.25111,24.05267,23.2953,23.30536,23.3843,23.0103,22.95051,22.95294,0.160426213,0.208544575,0.161335788,0.206192016,0.132906955,23.28485333,23.22904,23.57705667,23.32832,22.97125,0.187562129,0.142079996,0.343923142,0.039796325,0.027630335,-0.055813333,0.292203333,0.043466667,-0.313603333,0.348016667,0.09928,-0.25779,0.754140012,0.350985362,0.764563357,0.079437922,,,,,0.256510211,0.395197677,0.065442942,,,
JANJIKNC_04689 Phosphatidylinositol mannoside acyltransferase,20.11502,19.88647,19.21791,19.28437,20.66676,19.2658,20.25972,20.4247,20.90441,19.67457,20.39989,19.48679,20.8946,18.7121,18.46361,0.013743835,0.018560307,0.019514519,0.018549066,0.010851276,19.7398,19.73897667,20.52961,19.85375,19.35677,0.380644764,0.656085689,0.273448204,0.393714793,1.092131754,-0.000823333,0.78981,0.11395,-0.38303,0.790633333,0.114773333,-0.382206667,0.998848696,0.07572649,0.783193625,0.663911456,,,,,0.190809648,0.842374688,0.693202437,,,
JANJIKNC_04700 Carboxylesterase NlhH,19.57504,18.03041,20.34443,19.40454,20.48145,19.88074,19.81728,19.23299,20.2476,20.20142,19.3551,20.51663,19.73283,19.07601,18.6221,0.010249911,0.021074337,0.011494109,0.020877948,0.009361044,19.31662667,19.92224333,19.76595667,20.02438333,19.14364667,0.962204146,0.440625073,0.415799572,0.49043822,0.455968802,0.605616667,0.44933,0.707756667,-0.17298,-0.156286667,0.10214,-0.778596667,0.463736741,0.577083808,0.406492594,0.829557356,,,,,0.733714806,0.837303994,0.157474848,,,
JANJIKNC_04706 S-adenosylmethionine synthase,21.12433,20.74205,19.95745,19.18035,20.1853,21.35687,22.20863,22.02066,22.08563,19.68523,19.20118,19.70867,20.94749,19.43316,21.29933,0.025086792,0.026282161,0.058155323,0.014837931,0.024985447,20.60794333,20.24084,22.10497333,19.53169333,20.55999333,0.485723297,0.889428036,0.077947861,0.233904049,0.809634842,-0.367103333,1.49703,-1.07625,-0.04795,1.864133333,-0.709146667,0.319153333,0.635437349,0.012609341,0.047669728,0.946191174,,+,+,,0.041856739,0.336788691,0.726512271,+,,
JANJIKNC_04708 DNA-directed RNA polymerase subunit omega,18.85017,19.85098,17.75224,18.7805,20.59048,18.72893,20.69625,19.89433,20.02823,19.92796,19.94569,20.52154,18.54543,19.47847,18.99412,0.007253661,0.014338365,0.015596344,0.022490669,0.008509235,18.81779667,19.36663667,20.20627,20.13173,19.00600667,0.857112759,0.865643978,0.350754048,0.275732316,0.381004707,0.54884,1.388473333,1.313933333,0.18821,0.839633333,0.765093333,-0.36063,0.558664217,0.101310651,0.107987101,0.790670191,,,,,0.272511507,0.299502208,0.618332278,,,
JANJIKNC_04709 Guanylate kinase,21.51176,21.58321,21.69081,19.40116,20.65059,20.00101,20.91474,20.95447,20.51268,21.31578,21.33336,19.79053,21.40104,18.57584,18.50506,0.04973442,0.022514127,0.023438841,0.036070512,0.011933975,21.59526,20.01758667,20.79396333,20.81322333,19.49398,0.073591791,0.510212322,0.1995576,0.723189005,1.348804615,-1.577673333,-0.801296667,-0.782036667,-2.10128,0.776376667,0.795636667,-0.523606667,0.012366983,0.005973903,0.202799501,0.092662225,+,+,,,0.115570519,0.272506207,0.634670573,,,
JANJIKNC_04710 hypothetical protein,27.55684,27.18262,27.19206,28.27008,28.25705,27.97076,27.93977,27.81072,27.50673,27.62289,28.17145,27.45081,28.06065,28.28423,28.24984,2.612869603,6.387941158,2.914984887,4.414113456,4.977697308,27.31050667,28.16596333,27.75240667,27.74838333,28.19824,0.174226599,0.138132065,0.181532814,0.307291322,0.098298607,0.855456667,0.4419,0.437876667,0.887733333,-0.413556667,-0.41758,0.032276667,0.005538658,0.067938343,0.154468654,0.003290845,+,,,+,0.062378948,0.154504103,0.801063797,,,
JANJIKNC_04714 Carbamoyl-phosphate synthase large chain,19.19086,18.87515,18.69645,19.36994,20.01172,19.97757,19.83265,19.80234,19.13109,19.47351,19.29941,19.98339,18.82014,19.8452,19.60375,0.007790591,0.01918068,0.010165148,0.015401098,0.011361275,18.92082,19.78641,19.58869333,19.58543667,19.42303,0.204409106,0.29481859,0.323810935,0.290233061,0.43755517,0.86559,0.667873333,0.664616667,0.50221,-0.197716667,-0.200973333,-0.36338,0.026972455,0.069203494,0.057118602,0.215348462,+,,,,0.557868996,0.529837023,0.38520519,,,
JANJIKNC_04719 Bifunctional protein PyrR,19.93054,19.70065,18.30655,19.782,21.31828,19.99062,20.9374,20.18628,20.82011,19.31259,20.1887,20.2098,20.80876,19.18812,19.91772,0.0102212,0.028617095,0.021182427,0.019202488,0.016616632,19.31258,20.36363333,20.64793,19.90369667,19.97153333,0.717534958,0.680388747,0.329929061,0.418064286,0.662716837,1.051053333,1.33535,0.591116667,0.658953333,0.284296667,-0.459936667,-0.3921,0.207214025,0.075068529,0.371055122,0.394071552,,,,,0.6230876,0.461059178,0.590678334,,,
JANJIKNC_04726 putative protein,20.83384,21.17816,21.13333,19.46042,20.74259,19.68262,21.11521,20.30853,21.37867,20.8606,18.3536,20.02891,19.2206,22.86737,20.38638,0.034044647,0.021661311,0.025830483,0.017234505,0.030019044,21.04844333,19.96187667,20.93413667,19.74770333,20.82478333,0.152847146,0.559451035,0.455258585,1.042615347,1.520719341,-1.086566667,-0.114306667,-1.30074,-0.22366,0.97226,-0.214173333,0.862906667,0.05700675,0.753325198,0.155800936,0.846154858,,,,,0.129294914,0.810589256,0.493275091,,,
JANJIKNC_04733 Elongation factor P,21.01849,20.5804,20.60078,19.76377,20.80236,19.66299,20.84245,20.64033,21.03396,19.96215,19.23593,19.982,18.80821,19.11022,19.37751,0.02736265,0.023450476,0.02418062,0.016985338,0.009073565,20.73322333,20.07637333,20.83891333,19.72669333,19.09864667,0.201885511,0.514996202,0.160718232,0.347116688,0.232559783,-0.65685,0.10569,-1.00653,-1.634576667,0.76254,-0.34968,-0.977726667,0.168387623,0.59348917,0.02390946,0.001685597,,,+,+,0.116261435,0.470465891,0.070675159,,,
JANJIKNC_04734 Aminopeptidase YpdF,20.96972,20.78253,20.72417,21.09648,21.44344,21.25966,20.1154,20.25338,19.62635,18.53066,20.8254,20.0656,19.30298,20.54482,18.93875,0.029169446,0.053508591,0.013503324,0.017960364,0.012804149,20.82547333,21.26652667,19.99837667,19.80722,19.59551667,0.10474349,0.141729023,0.269026022,0.954473008,0.687531084,0.441053333,-0.827096667,-1.018253333,-1.229956667,-1.26815,-1.459306667,-1.67101,0.02402858,0.015455102,0.208070889,0.066688484,+,+,,,0.004134027,0.099225958,0.02813758,+,,+
JANJIKNC_04736 3-dehydroquinate synthase,18.9708,21.22128,20.77909,18.91776,19.31143,19.60077,21.4405,20.54576,21.48861,20.03745,18.94123,19.78864,19.43475,19.30669,20.58408,0.020600909,0.013471376,0.030172368,0.015440326,0.014502162,20.32372333,19.27665333,21.15829,19.58910667,19.77517333,0.97354478,0.279919902,0.433569213,0.469243885,0.574367674,-1.04707,0.834566667,-0.734616667,-0.54855,1.881636667,0.312453333,0.49852,0.217607307,0.33020288,0.390839658,0.530233733,,,,,0.00671535,0.464034217,0.331769264,+,,
JANJIKNC_04738 Chorismate synthase,18.97255,19.06797,19.02205,19.80711,21.48305,19.16424,19.52751,19.47156,19.54057,19.12449,19.18719,20.35797,19.60793,19.49293,19.14525,0.008349961,0.024703416,0.009646993,0.015095793,0.011301112,19.02085667,20.15146667,19.51321333,19.55655,19.41537,0.03896419,0.977464778,0.029932046,0.56726733,0.196689028,1.13061,0.492356667,0.535693333,0.394513333,-0.638253333,-0.594916667,-0.736096667,0.177495313,0.000143951,0.253579668,0.049690467,,+,,+,0.408241971,0.497960924,0.355395001,,,
JANJIKNC_04743 Alanine--tRNA ligase,20.27833,20.71574,20.29221,18.77354,20.23174,19.17305,20.62943,20.50882,20.25695,19.70951,19.86723,20.33673,19.55234,18.8124,19.22149,0.022156725,0.014600528,0.018660719,0.020121714,0.009703013,20.42876,19.39277667,20.46506667,19.97115667,19.19541,0.203004604,0.61524882,0.155179688,0.266397943,0.302641621,-1.035983333,0.036306667,-0.457603333,-1.23335,1.07229,0.57838,-0.197366667,0.086546766,0.850547281,0.125499517,0.008735322,,,,+,0.075174029,0.28946968,0.704789362,,,
JANJIKNC_04758 putative protein/MSMEI_6344,20.49882,20.74205,20.58279,19.50479,19.9915,18.85081,18.33558,17.17644,18.52888,19.624,18.74446,19.75914,20.45413,19.11944,19.52853,0.025085806,0.015181109,0.00341172,0.013318792,0.01377254,20.60788667,19.44903333,18.01363333,19.37586667,19.7007,0.100871503,0.467350706,0.597221751,0.44986775,0.55831964,-1.158853333,-2.594253333,-1.23202,-0.907186667,-1.4354,-0.073166667,0.251666667,0.026589646,0.003749361,0.019449799,0.086558037,+,+,+,,0.05541121,0.880996432,0.65056118,,,
JANJIKNC_04762 hypothetical protein,19.11854,19.1891,18.36098,19.64642,20.51372,19.23683,19.61052,19.95546,20.58875,19.54512,19.703,20.08655,19.5177,18.77012,18.96096,0.007623496,0.019348663,0.01401056,0.017602983,0.008975233,18.88954,19.79899,20.05157667,19.77822333,19.08292667,0.374856803,0.53233462,0.405102698,0.227347786,0.317149665,0.90945,1.162036667,0.888683333,0.193386667,0.252586667,-0.020766667,-0.716063333,0.119423611,0.040839872,0.045620753,0.607231995,,+,+,,0.621643332,0.961968425,0.177543069,,,
JANJIKNC_04824 FHA domain-containing protein FhaA,21.59323,21.65539,21.40598,22.51526,22.68288,22.68699,22.72941,22.81051,21.76814,22.82687,22.24028,22.69704,21.7213,21.04133,22.28605,0.048249634,0.137524862,0.073155074,0.123433313,0.054414382,21.55153333,22.62837667,22.43602,22.58806333,21.68289333,0.106004075,0.080003159,0.47342164,0.251566946,0.508879995,1.076843333,0.884486667,1.03653,0.13136,-0.192356667,-0.040313333,-0.945483333,0.000330099,0.061436842,0.005808374,0.738860845,+,,+,,0.601279675,0.839578842,0.060321648,,,
JANJIKNC_04825 FHA domain-containing protein FhaB,21.24569,21.48611,21.27935,19.92037,19.89717,19.37453,20.40603,20.23304,20.33723,19.39026,20.55366,21.40151,21.14644,20.48316,21.00915,0.041584176,0.018454004,0.016939265,0.028012548,0.031181234,21.33705,19.73069,20.32543333,20.44847667,20.87958333,0.106293341,0.252021189,0.071113787,0.824451046,0.285862123,-1.60636,-1.011616667,-0.888573333,-0.457466667,0.594743333,0.717786667,1.148893333,0.001147693,0.000363549,0.205146365,0.101196682,+,+,,,0.032527853,0.304285324,0.013017528,+,,+
JANJIKNC_04835 Decaprenylphosphoryl-beta-D-ribose oxidase,23.17008,23.43033,23.35124,21.96077,21.07047,21.52148,22.66492,22.08913,22.88963,21.70826,22.60989,22.31852,22.85449,23.24928,22.63916,0.164065651,0.063678979,0.079053605,0.095124694,0.127763576,23.31721667,21.51757333,22.54789333,22.21222333,22.91431,0.108936391,0.36347395,0.337116689,0.37568462,0.252646562,-1.799643333,-0.769323333,-1.104993333,-0.402906667,1.03032,0.69465,1.396736667,0.002571509,0.037257514,0.016196901,0.107109445,+,+,+,,0.042422488,0.133387046,0.011140073,+,,+
JANJIKNC_04837 Catalase-peroxidase,21.65709,21.9674,21.96656,22.35014,21.47739,22.71037,23.50845,23.37199,22.27884,19.17116,19.85216,21.91503,22.62625,22.40133,22.15409,0.05990465,0.100738544,0.112202371,0.025497926,0.089072784,21.86368333,22.1793,23.05309333,20.31278333,22.39389,0.146083949,0.517654743,0.550306885,1.166572197,0.192830291,0.315616667,1.18941,-1.5509,0.530206667,0.873793333,-1.866516667,0.21459,0.453282308,0.041790326,0.135526005,0.036238329,,+,,+,0.177261062,0.107441614,0.611978156,,,
JANJIKNC_04848 putative propionyl-CoA carboxylase beta chain 5,18.33916,19.90079,20.6709,19.53346,21.0449,19.35117,21.46438,21.6039,21.093,20.30274,19.86736,20.05577,18.71529,19.56172,19.05253,0.012798144,0.021882141,0.035357867,0.021627795,0.009144279,19.63695,19.97651,21.38709333,20.07529,19.10984667,0.970038321,0.759122434,0.215614817,0.178278264,0.347922248,0.33956,1.750143333,0.43834,-0.527103333,1.410583333,0.09878,-0.866663333,0.716511413,0.067431183,0.563763149,0.509505945,,,,,0.064811439,0.866529138,0.216082283,,,
JANJIKNC_04849 Phthiocerol synthesis polyketide synthase type I PpsA,18.04111,20.77892,19.89071,20.255,20.11105,21.94971,20.53773,21.45192,20.40322,19.78648,19.85094,19.92171,18.78633,18.88037,19.44434,0.01221989,0.037977999,0.023498379,0.018539983,0.008694097,19.57024667,20.77192,20.79762333,19.85304333,19.03701333,1.140445369,0.83489415,0.465905091,0.055227446,0.290570864,1.201673333,1.227376667,0.282796667,-0.533233333,0.025703333,-0.918876667,-1.734906667,0.295526405,0.231630684,0.743801056,0.55654085,,,,,0.971494127,0.195364019,0.050051313,,,
JANJIKNC_04850 Long-chain-fatty-acid--AMP ligase FadD32,22.45704,22.75485,22.37777,21.66596,21.07186,22.38477,21.99569,22.28853,21.48557,21.51196,19.38365,21.1004,20.76158,20.48296,20.47813,0.095062169,0.072640487,0.051273069,0.032556221,0.02523311,22.52988667,21.70753,21.92326333,20.66533667,20.57422333,0.162331573,0.536798668,0.33178347,0.921732406,0.132495843,-0.822356667,-0.606623333,-1.86455,-1.955663333,0.215733333,-1.042193333,-1.133306667,0.106772514,0.080904754,0.047953775,0.000190343,,,+,+,0.654039705,0.239195368,0.044173786,,,+
JANJIKNC_04853 MPT51/MPB51 antigen,22.30994,21.60476,22.00908,19.83155,20.16776,19.87993,21.32438,21.55642,21.05278,19.20477,19.228,19.63034,21.68436,22.76868,21.70489,0.064691582,0.021629354,0.033545779,0.013121808,0.070310396,21.97459333,19.95974667,21.31119333,19.35437,22.05264333,0.288919488,0.148407808,0.20582149,0.195370569,0.506383749,-2.014846667,-0.6634,-2.620223333,0.07805,1.351446667,-0.605376667,2.092896667,0.000930911,0.057294516,0.000444321,0.859055102,+,,+,,0.001663837,0.02513444,0.00496302,+,+,+
JANJIKNC_04854 Diacylglycerol acyltransferase/mycolyltransferase Ag85B,23.56674,23.10129,23.41429,23.25782,23.4805,23.01584,24.71649,24.31686,25.50815,23.35662,23.42982,23.48714,23.51749,23.62288,23.55953,0.169094518,0.21179998,0.389109579,0.220410834,0.20080566,23.36077333,23.25138667,24.84716667,23.42452667,23.56663333,0.193750614,0.189751187,0.49504226,0.053415866,0.043317479,-0.109386667,1.486393333,0.063753333,0.20586,1.59578,0.17314,0.315246667,0.598900052,0.016758971,0.67694331,0.216426016,,+,,,0.013087364,0.282038585,0.083801546,+,,
JANJIKNC_04858 Galactofuranosyltransferase GlfT2,19.07179,19.21008,18.12799,19.24,19.97593,19.29493,20.09288,20.42101,19.83475,19.52791,19.18719,20.06368,19.40368,19.13018,19.13138,0.007181073,0.015766516,0.014652545,0.015481264,0.00988177,18.80328667,19.50362,20.11621333,19.59292667,19.22174667,0.480832765,0.334725637,0.239907663,0.360766827,0.128647227,0.700333333,1.312926667,0.78964,0.41846,0.612593333,0.089306667,-0.281873333,0.166191799,0.025927881,0.136762271,0.300218672,,+,,,0.103224479,0.810119307,0.328603448,,,
JANJIKNC_04867 hypothetical protein,17.99008,18.96698,18.57897,19.23528,21.38248,19.4532,21.95699,21.57298,21.78261,20.9015,19.26296,19.63617,19.77108,19.11911,19.46093,0.005868219,0.022609,0.046132962,0.019603889,0.011578658,18.51201,20.02365333,21.77086,19.93354333,19.45037333,0.401618504,0.964945496,0.156991437,0.701202067,0.266270292,1.511643333,3.25885,1.421533333,0.938363333,1.747206667,-0.09011,-0.57328,0.110269714,0.000434176,0.067641027,0.051165918,,+,,,0.064839991,0.920063367,0.463413945,,,
JANJIKNC_04892 putative protein,20.96902,20.61423,21.0732,20.30652,20.68025,20.90925,20.52888,20.24447,20.98336,20.76458,20.85521,20.55225,20.02324,19.97491,19.6935,0.030408359,0.034467832,0.020286331,0.033907629,0.015782343,20.88548333,20.63200667,20.58557,20.72401333,19.89721667,0.196463985,0.248416891,0.304302399,0.126965694,0.145394423,-0.253476667,-0.299913333,-0.16147,-0.988266667,-0.046436667,0.092006667,-0.73479,0.320958113,0.306606764,0.384239484,0.004627593,,,,+,0.875341638,0.665197932,0.022552693,,,+
JANJIKNC_04930 5-methylcytosine-specific restriction enzyme B,18.2935,19.14752,20.15202,19.92288,19.75911,21.30402,21.38843,22.00065,20.6443,19.40348,19.76635,19.4198,20.381,20.52955,18.71663,0.00943873,0.027931903,0.034328288,0.014819258,0.015548995,19.19768,20.32867,21.34446,19.52987667,19.87572667,0.759566177,0.692909744,0.554599766,0.167344582,0.821845723,1.13099,2.14678,0.332196667,0.678046667,1.01579,-0.798793333,-0.452943333,0.194762441,0.032032925,0.578413035,0.439824709,,+,,,0.180846551,0.188199169,0.583331731,,,
JANJIKNC_04945 Alanine and proline-rich secreted protein Apa,21.59432,21.87121,21.62516,22.11778,21.7136,21.63883,22.91541,23.30201,23.27767,22.44874,22.1672,22.30744,21.62943,21.43507,22.62725,0.053364537,0.078715471,0.12125463,0.101639544,0.063130829,21.69689667,21.82340333,23.16503,22.30779333,21.89725,0.123899502,0.210381962,0.176787475,0.114938495,0.522250867,0.126506667,1.468133333,0.610896667,0.200353333,1.341626667,0.48439,0.073846667,0.504329842,0.000653464,0.006924636,0.625504206,,+,+,,0.002307841,0.046046182,0.861873507,+,+,
JANJIKNC_04961 hypothetical protein,18.72562,17.93917,19.35766,19.88747,20.6566,19.15387,21.42542,21.64693,20.92034,21.11108,21.30891,19.5359,21.77876,22.25081,21.93085,0.006566218,0.020742032,0.034007067,0.032255829,0.067173926,18.67415,19.89931333,21.33089667,20.65196333,21.98680667,0.580238652,0.61354411,0.304066059,0.793297842,0.196733597,1.225163333,2.656746667,1.977813333,3.312656667,1.431583333,0.75265,2.087493333,0.109469468,0.004577348,0.046590908,0.00157168,,+,+,+,0.041694294,0.348360121,0.010169088,+,,+
JANJIKNC_04967 Diacylglycerol acyltransferase/mycolyltransferase Ag85B,18.82692,19.91877,18.7264,18.57157,20.04916,19.40987,20.95433,21.50252,21.03926,19.34676,19.10885,19.4495,19.27585,19.90431,18.71613,0.009178612,0.014110579,0.030320802,0.012651425,0.010423632,19.15736333,19.34353333,21.16537,19.30170333,19.29876333,0.539957499,0.605044608,0.240909206,0.142672546,0.485342967,0.18617,2.008006667,0.14434,0.1414,1.821836667,-0.04183,-0.04477,0.761705926,0.008630134,0.733245974,0.796627763,,+,,,0.016730337,0.928762604,0.938864432,+,,
JANJIKNC_04980 Bacterioferritin,21.99051,21.67366,22.40393,22.12981,22.32232,22.50865,23.97788,23.38113,22.34438,22.26642,21.71762,21.37745,21.27935,20.5644,20.71028,0.06688509,0.111078206,0.127233023,0.070849609,0.030576813,22.0227,22.32026,23.23446333,21.78716333,20.85134333,0.298999125,0.154667642,0.674889569,0.366236828,0.308450454,0.29756,1.211763333,-0.235536667,-1.171356667,0.914203333,-0.533096667,-1.468916667,0.27941943,0.080996122,0.519953971,0.018206537,,,,+,0.135255874,0.130786348,0.003834619,,,+
JANJIKNC_05001 Chaperone protein ClpB,21.79106,22.56781,21.82124,21.57293,20.51843,21.03106,21.73389,21.54783,21.60806,20.51961,20.53649,21.44056,21.17182,21.50514,21.06362,0.068638657,0.045758842,0.04183947,0.036548611,0.04022116,22.06003667,21.04080667,21.62992667,20.83222,21.24686,0.359261304,0.430552986,0.077516425,0.430216535,0.187897541,-1.01923,-0.43011,-1.227816667,-0.813176667,0.58912,-0.208586667,0.206053333,0.061946979,0.173262871,0.03629265,0.047033987,,,+,+,0.129575066,0.653266774,0.568644592,,,
JANJIKNC_05015 Protein GrpE,18.6006,19.01609,18.97527,19.37563,19.8845,19.47553,20.2832,19.67364,19.72337,19.91658,19.11781,19.57865,19.74806,19.28283,18.13333,0.007489656,0.016607066,0.01255569,0.014899631,0.008801582,18.86398667,19.57855333,19.89340333,19.53768,19.05474,0.186986577,0.220147715,0.276374564,0.327380802,0.678654075,0.714566667,1.029416667,0.673693333,0.190753333,0.31485,-0.040873333,-0.523813333,0.024926852,0.012035532,0.064867175,0.721051394,+,+,,,0.276115031,0.890600464,0.357776674,,,
JANJIKNC_05016 Chaperone protein DnaK,22.58983,23.01517,22.75538,22.62196,22.88656,22.73178,24.09338,24.36339,23.58497,23.0353,22.92374,22.48908,22.73529,22.9283,22.80833,0.113591107,0.14928637,0.218392478,0.144564014,0.120008778,22.78679333,22.74676667,24.01391333,22.81604,22.82397333,0.17505928,0.108541053,0.322718285,0.235638904,0.07956863,-0.040026667,1.22712,0.029246667,0.03718,1.267146667,0.069273333,0.077206667,0.797067206,0.00912552,0.89476012,0.798054417,,+,,,0.00624104,0.72489743,0.462706645,+,,
JANJIKNC_05037 hypothetical protein,21.79038,21.36458,21.96409,21.43593,19.42371,21.1687,22.28554,21.74337,22.01188,22.25505,21.98905,22.31451,22.22426,22.14046,21.8044,0.053715359,0.03553787,0.054586137,0.093424433,0.070492415,21.70635,20.67611333,22.01359667,22.18620333,22.05637333,0.251858215,0.892277442,0.221343304,0.141506067,0.181426809,-1.030236667,0.307246667,0.479853333,0.350023333,1.337483333,1.51009,1.38026,0.191170789,0.264730177,0.078596365,0.185998015,,,,,0.108762784,0.077335625,0.098668675,,,
JANJIKNC_05038 putative protein,20.8559,20.55056,20.85498,20.44829,19.9192,20.67426,20.85681,20.68303,21.04494,20.85498,21.20711,20.80577,19.84367,20.30952,19.99243,0.027755968,0.028293956,0.024563757,0.039821564,0.017527676,20.75381333,20.34725,20.86159333,20.95595333,20.04854,0.143722301,0.316423463,0.147787848,0.178727277,0.194276958,-0.406563333,0.10778,0.20214,-0.705273333,0.514343333,0.608703333,-0.29871,0.173384846,0.500712499,0.280608143,0.014525641,,,,+,0.105685993,0.076923841,0.318762448,,,
JANJIKNC_05044 Isoniazid-induced protein IniA,21.38015,21.99428,21.52612,19.71112,20.01541,20.92665,20.91335,20.80365,20.8226,20.14879,19.72698,19.49332,21.11254,21.07084,20.65866,0.051070894,0.025864451,0.024308675,0.017743532,0.032680756,21.63351667,20.21772667,20.84653333,19.78969667,20.94734667,0.261966216,0.516447687,0.047875713,0.271244374,0.20484094,-1.41579,-0.786983333,-1.84382,-0.68617,0.628806667,-0.42803,0.72962,0.025875564,0.013926435,0.002294911,0.043326755,+,+,+,+,0.161579425,0.358027116,0.136843252,,,
JANJIKNC_05051 Tyrosine--tRNA ligase,19.23979,18.52376,19.76867,19.22695,20.97622,20.04267,20.35703,19.82791,20.09223,19.47249,19.72647,18.86465,19.65517,18.19945,19.00716,0.009307021,0.023541244,0.014412573,0.013123324,0.008207538,19.17740667,20.08194667,20.09239,19.35453667,18.95392667,0.510143109,0.714676326,0.216012365,0.361587398,0.595486087,0.90454,0.914983333,0.17713,-0.22348,0.010443333,-0.72741,-1.12802,0.218884474,0.079749225,0.709181479,0.707518466,,,,,0.985165008,0.268349415,0.161516534,,,
JANJIKNC_05053 putative multidrug ABC transporter ATP-binding protein YbhF,17.95178,19.66928,18.73589,18.36741,20.01385,19.28108,19.19155,19.40273,17.81021,19.70549,19.05842,20.43429,19.36971,19.43092,19.17354,0.00709382,0.012959624,0.005890388,0.017056598,0.010612893,18.78565,19.22078,18.80149667,19.73273333,19.32472333,0.702048719,0.673507355,0.706227626,0.562026816,0.109784535,0.43513,0.015846667,0.947083333,0.539073333,-0.419283333,0.511953333,0.103943333,0.561397367,0.983123066,0.210633956,0.343741781,,,,,0.576256211,0.455545195,0.839982204,,,
JANJIKNC_05058 Poly(3-hydroxyalkanoate) polymerase subunit PhaC,23.63799,24.56477,23.69912,20.98315,20.99606,21.28619,20.31451,21.03476,21.22335,20.16526,21.38906,20.32546,20.49287,21.08434,20.76474,0.257460282,0.04729575,0.024494841,0.031693564,0.029114638,23.96729333,21.08846667,20.85754,20.62659333,20.78065,0.423216253,0.139910815,0.391622891,0.543097642,0.241728548,-2.878826667,-3.109753333,-3.3407,-3.186643333,-0.230926667,-0.461873333,-0.307816667,0.000797326,0.001586786,0.002362109,0.000760537,+,+,+,+,0.476181415,0.308873444,0.194091848,,,
